順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1150,メイセイオペラ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.5人気,224.0,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
1151,ミスターシクレノン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,10.0人気,115.5,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
1152,マダング,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,12.0人気,104.5,,,0,0.0%,0.0%,0.0%,119.60,13.29,54.18
1153,ホーント,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,10.5人気,40.1,,,0,0.0%,0.0%,0.0%,115.75,12.86,55.98
1154,ホークスター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,10.5人気,88.8,,,0,0.0%,0.0%,0.0%,118.90,13.21,54.50
1155,ペンシルプツシヤー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,2.0人気,4.3,,,0,0.0%,0.0%,0.0%,115.95,12.88,55.89
1156,ブルーマツクス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,65.2,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
1157,フサイチホウオー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,8.0人気,299.2,,,0,0.0%,0.0%,0.0%,117.90,13.10,54.96
1158,フアイブダンサー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,66.0,,,0,0.0%,0.0%,0.0%,121.15,13.46,53.49
1159,ファーディナンド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,14.0人気,179.5,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1160,ビワタケヒデ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,39.8,,,0,0.0%,0.0%,0.0%,116.25,12.92,55.74
1161,パレスダンサー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,9.5人気,35.0,,,0,0.0%,0.0%,0.0%,119.15,13.24,54.39
1162,バトルイニシャチブ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,8.5人気,59.6,,,0,0.0%,0.0%,0.0%,116.75,12.97,55.50
1163,ハギノハイグレイド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.0人気,88.4,,,0,0.0%,0.0%,0.0%,117.75,13.08,55.03
1164,ハイブリツジスルー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.0人気,120.8,,,0,0.0%,0.0%,0.0%,123.55,13.73,52.45
1165,ハーリー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.5人気,31.8,,,0,0.0%,0.0%,0.0%,120.15,13.35,53.93
1166,ノヴェリスト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,8.0人気,34.4,,,0,0.0%,0.0%,0.0%,118.95,13.22,54.48
1167,ニユーカイモン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.5人気,30.5,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
1168,ドロツポロード,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,13.5人気,232.2,,,0,0.0%,0.0%,0.0%,118.40,13.16,54.73
1169,トドロキエイカン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,8.0人気,33.2,,,0,0.0%,0.0%,0.0%,117.80,13.09,55.01
1170,トキテンリユウ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.0人気,51.1,,,0,0.0%,0.0%,0.0%,121.75,13.53,53.22
1171,タニノフエバリツト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,9.0人気,62.2,,,0,0.0%,0.0%,0.0%,119.00,13.22,54.45
1172,タガノゲルニカ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.5人気,33.0,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
1173,ソヴリングリーム,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,156.2,,,0,0.0%,0.0%,0.0%,118.60,13.18,54.64
1174,セントジョーンズ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.5人気,161.0,,,0,0.0%,0.0%,0.0%,119.95,13.33,54.02
1175,スマートロビン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,511.3,,,0,0.0%,0.0%,0.0%,120.85,13.43,53.62
1176,スピリツトスワプス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.0人気,22.6,,,0,0.0%,0.0%,0.0%,119.40,13.27,54.27
1177,ストローズクリーク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,11.5人気,268.4,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
1178,シルヴアーヴオイス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,45.6,,,0,0.0%,0.0%,0.0%,119.45,13.27,54.25
1179,ジョービッグバン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.5人気,85.8,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1180,シェイヴィアン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,7.5人気,115.6,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
1181,シービークラウド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,8.5人気,53.7,,,0,0.0%,0.0%,0.0%,118.75,13.19,54.57
1182,サンシャック,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.5人気,121.6,,,0,0.0%,0.0%,0.0%,118.60,13.18,54.64
1183,サニングデール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,12.0人気,402.9,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
1184,ゴールドレツト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,25.3,,,0,0.0%,0.0%,0.0%,117.05,13.01,55.36
1185,ゴールデンパス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.5人気,78.7,,,0,0.0%,0.0%,0.0%,121.65,13.52,53.27
1186,ケンサチオー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,44.6,,,0,0.0%,0.0%,0.0%,113.90,12.66,56.89
1187,グレートホワイトウエー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.5人気,12.9,,,0,0.0%,0.0%,0.0%,114.30,12.70,56.69
1188,グツドウツド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.5人気,27.5,,,0,0.0%,0.0%,0.0%,118.20,13.13,54.82
1189,カンパラ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.5人気,39.9,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
1190,カルストンセダン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.5人気,79.5,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
1191,ガルウイング,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,203.7,,,0,0.0%,0.0%,0.0%,118.70,13.19,54.59
1192,カネトシガバナー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.5人気,170.6,,,0,0.0%,0.0%,0.0%,118.20,13.13,54.82
1193,カウンテスアツプ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,12.0人気,68.3,,,0,0.0%,0.0%,0.0%,117.15,13.02,55.31
1194,オニマリハツト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.5着,15.0人気,115.2,,,0,0.0%,0.0%,0.0%,122.70,13.63,52.81
1195,オースミタイクーン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,34.1,,,0,0.0%,0.0%,0.0%,117.15,13.02,55.31
1196,オウケンブルースリ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.5人気,111.3,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1197,エルウェーウィン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,12.5人気,154.5,,,0,0.0%,0.0%,0.0%,118.75,13.19,54.57
1198,エイシンデピュティ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,7.5人気,25.1,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
1199,エイシンチカラ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,11.0人気,86.3,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
1200,エアエミネム,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,135.2,,,0,0.0%,0.0%,0.0%,120.25,13.36,53.89
1201,ヴィクトリー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.5人気,127.6,,,0,0.0%,0.0%,0.0%,118.85,13.21,54.52
1202,インナティフ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,43.2,,,0,0.0%,0.0%,0.0%,114.75,12.75,56.47
1203,イシノサンデー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,6.0人気,46.8,,,0,0.0%,0.0%,0.0%,120.70,13.41,53.69
1204,アメリカンボス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,10.0人気,291.7,,,0,0.0%,0.0%,0.0%,118.30,13.14,54.78
1205,アポインテッドデイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,83.0,,,0,0.0%,0.0%,0.0%,120.85,13.43,53.62
1206,アドマイヤメイン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.5人気,74.5,,,0,0.0%,0.0%,0.0%,114.85,12.76,56.42
1207,アジュディミツオー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.5人気,25.0,,,0,0.0%,0.0%,0.0%,115.95,12.88,55.89
1208,アカビール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,9.5人気,36.5,,,0,0.0%,0.0%,0.0%,120.05,13.34,53.98
1209,アエロプラーヌ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,12.0人気,166.5,,,0,0.0%,0.0%,0.0%,116.25,12.92,55.74
1210,"Yes It's True",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,12.5人気,110.0,,,0,0.0%,0.0%,0.0%,115.55,12.84,56.08
1211,"Street Sense",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,10.5人気,60.9,,,0,0.0%,0.0%,0.0%,115.05,12.78,56.32
1212,"Sea The Stars",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.5着,10.5人気,123.8,,,0,0.0%,0.0%,0.0%,119.00,13.22,54.45
1213,"Salt Lake",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,12.5人気,137.7,,,0,0.0%,0.0%,0.0%,117.85,13.09,54.99
1214,Riverman,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,16.0人気,241.1,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
1215,Rahy,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.5人気,28.4,,,0,0.0%,0.0%,0.0%,118.85,13.21,54.52
1216,Pulpit,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,11.0人気,201.3,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
1217,"Polish Navy",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.0人気,42.7,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
1218,"Mark of Esteem",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,5.0人気,20.0,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
1219,"King's Best",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,12.5人気,140.7,,,0,0.0%,0.0%,0.0%,118.05,13.12,54.89
1220,"Jade Robbery",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,89.8,,,0,0.0%,0.0%,0.0%,117.55,13.06,55.13
1221,"Irish River",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,7.5人気,62.6,,,0,0.0%,0.0%,0.0%,117.95,13.11,54.94
1222,"High Yield",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.5人気,260.6,,,0,0.0%,0.0%,0.0%,117.65,13.07,55.08
1223,"Hero's Honor",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,10.0人気,57.8,,,0,0.0%,0.0%,0.0%,118.25,13.14,54.80
1224,"Harlan's Holiday",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.5着,6.5人気,21.1,,,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
1225,"General Assembly",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,12.0人気,49.8,,,0,0.0%,0.0%,0.0%,115.85,12.87,55.93
1226,Forestry,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,11.5人気,94.4,,,0,0.0%,0.0%,0.0%,118.15,13.13,54.85
1227,"Exchange Rate",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,4.5人気,23.8,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
1228,Doyen,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.5人気,25.0,,,0,0.0%,0.0%,0.0%,114.05,12.67,56.82
1229,"Desert Prince",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,6.5人気,22.1,,,0,0.0%,0.0%,0.0%,114.20,12.69,56.74
1230,"Deputy Commander",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,92.6,,,0,0.0%,0.0%,0.0%,114.75,12.75,56.47
1231,Darshaan,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,8.0人気,65.0,,,0,0.0%,0.0%,0.0%,117.25,13.03,55.27
1232,"Dance of Life",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,8.0人気,29.1,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
1233,Damister,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.5人気,28.0,,,0,0.0%,0.0%,0.0%,120.05,13.34,53.98
1234,"Crusader Sword",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,5.5人気,17.3,,,0,0.0%,0.0%,0.0%,114.35,12.71,56.67
1235,"Cadeaux Genereux",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,6.5人気,15.8,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
1236,Alwuhush,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,5.0人気,14.0,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
1237,"Action This Day",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,13.0人気,155.3,,,0,0.0%,0.0%,0.0%,117.15,13.02,55.31
1238,"A. P. Warrior",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,7.0人気,22.1,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1239,ワレンダー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,12.0人気,176.8,,,0,0.0%,0.0%,0.0%,120.80,13.42,53.64
1240,ローマンプリンス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,21.2,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
1241,ロータスイーター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,203.9,,,0,0.0%,0.0%,0.0%,120.60,13.40,53.73
1242,ロイヤルドリマー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,40.6,,,0,0.0%,0.0%,0.0%,118.30,13.14,54.78
1243,ロイヤルスズカ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,354.7,,,0,0.0%,0.0%,0.0%,120.20,13.36,53.91
1244,レイザーレイン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,4.0人気,8.5,,,0,0.0%,0.0%,0.0%,120.10,13.34,53.96
1245,リージェントブラフ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,444.8,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
1246,ラム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,107.0,,,0,0.0%,0.0%,0.0%,119.40,13.27,54.27
1247,ラツキーキヤスト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,233.1,,,0,0.0%,0.0%,0.0%,124.00,13.78,52.26
1248,モンテジヤパン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,340.2,,,0,0.0%,0.0%,0.0%,121.60,13.51,53.29
1249,メリージョージ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,95.3,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
1250,メジロエスパーダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,33.6,,,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
1251,メジロアサマ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,20.2,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
1252,メイショウホウオウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,15.0人気,166.8,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
1253,メイショウエイカン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,53.6,,,0,0.0%,0.0%,0.0%,122.50,13.61,52.90
1254,ムッシュシェクル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,14.0人気,134.3,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
1255,ムガムチュウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,3.0人気,4.4,,,0,0.0%,0.0%,0.0%,118.40,13.16,54.73
1256,ムーンライトパレス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,14.0人気,146.8,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1257,ムーリン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,5.7,,,0,0.0%,0.0%,0.0%,118.10,13.12,54.87
1258,ミリオンキヤスパー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,105.3,,,0,0.0%,0.0%,0.0%,124.60,13.84,52.01
1259,ミヤシロオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,65.5,,,0,0.0%,0.0%,0.0%,123.30,13.70,52.55
1260,ミヤジマレンゴ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,56.8,,,0,0.0%,0.0%,0.0%,120.20,13.36,53.91
1261,ミホノワカバ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,41.1,,,0,0.0%,0.0%,0.0%,119.40,13.27,54.27
1262,ミスタージヨージ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,36.0,,,0,0.0%,0.0%,0.0%,122.40,13.60,52.94
1263,ミスズシャルダン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,437.4,,,0,0.0%,0.0%,0.0%,117.90,13.10,54.96
1264,マルブツセカイオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,5.0人気,19.8,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
1265,マルタカトウコウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.0人気,200.6,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
1266,マルイチダイオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,43.4,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
1267,マチカネフクキタル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,21.3,,,0,0.0%,0.0%,0.0%,118.10,13.12,54.87
1268,マコトスパルビエロ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.0人気,156.6,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
1269,マイネルグラウベン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,5.0人気,10.7,,,0,0.0%,0.0%,0.0%,119.60,13.29,54.18
1270,マイシンザン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,14.0人気,147.0,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
1271,ホウシユウリツチ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,3.0人気,5.1,,,0,0.0%,0.0%,0.0%,123.10,13.68,52.64
1272,ペキンリユウエン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,35.6,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
1273,フレーミングユース,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,73.4,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
1274,フジノパーシア,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,8.6,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
1275,フサイチブライアン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,31.3,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
1276,フクセンシヨウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,115.6,,,0,0.0%,0.0%,0.0%,122.70,13.63,52.81
1277,フエアスポート,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,50.1,,,0,0.0%,0.0%,0.0%,122.00,13.56,53.11
1278,ヒロノワカコマ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,4.0人気,8.8,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1279,ヒデハヤテ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,24.8,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
1280,ビツグデイザイアー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,41.3,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
1281,ヒカルイマイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,21.9,,,0,0.0%,0.0%,0.0%,118.30,13.14,54.78
1282,ビークァイエット,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,35.3,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
1283,バルバール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.0人気,10.2,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
1284,バランスオブゲーム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,14.0人気,120.6,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1285,ハビアスコーパス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,14.9,,,0,0.0%,0.0%,0.0%,121.90,13.54,53.16
1286,ハツピープログレス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,196.2,,,0,0.0%,0.0%,0.0%,123.50,13.72,52.47
1287,バツクマスター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,14.0人気,31.1,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
1288,バチアー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,55.5,,,0,0.0%,0.0%,0.0%,113.90,12.66,56.89
1289,ハクタイセイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,68.9,,,0,0.0%,0.0%,0.0%,120.50,13.39,53.78
1290,ハイエステイト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,12.0人気,168.4,,,0,0.0%,0.0%,0.0%,120.50,13.39,53.78
1291,ハーデイカヌート,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,21.5,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
1292,ノトボーイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,5.0人気,10.6,,,0,0.0%,0.0%,0.0%,118.60,13.18,54.64
1293,ネーハイシーザー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,215.2,,,0,0.0%,0.0%,0.0%,118.20,13.13,54.82
1294,ネヴアービート,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,52.9,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
