順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
340,サンプリンス,  1-  2-  1- 16/ 20,5.0%,15.0%,20.0%,33,36,34.0,5.8着,5.1人気,18.0,660,182,0,0.0%,10.0%,5.0%,116.14,12.90,55.80
341,カンパニー,  1-  2-  1- 27/ 31,3.2%,9.7%,12.9%,15,17,48.4,8.4着,9.4人気,120.1,480,132,0,0.0%,6.5%,3.2%,116.49,12.94,55.63
342,シリウスシンボリ,  1-  2-  1- 20/ 24,4.2%,12.5%,16.7%,17,39,54.7,7.6着,6.8人気,35.9,430,235,0,0.0%,8.3%,4.2%,118.40,13.16,54.73
343,マナード,  1-  2-  1-  9/ 13,7.7%,23.1%,30.8%,22,37,52.0,6.1着,5.9人気,18.6,290,122,0,0.0%,15.4%,7.7%,115.97,12.89,55.88
344,ジヨツギング,  1-  2-  1-  9/ 13,7.7%,23.1%,30.8%,25,78,99.9,6.2着,7.3人気,40.2,330,255,0,0.0%,15.4%,7.7%,116.46,12.94,55.64
345,ニチドウタロー,  1-  2-  1-  7/ 11,9.1%,27.3%,36.4%,32,166,102.8,4.7着,6.1人気,25.0,360,458,0,0.0%,18.2%,9.1%,115.64,12.85,56.04
346,カーネギー,  1-  2-  1- 21/ 25,4.0%,12.0%,16.0%,9,51,53.7,9.2着,8.6人気,86.1,230,322,0,0.0%,8.0%,4.0%,118.01,13.11,54.91
347,ボールドリツク,  1-  2-  1- 10/ 14,7.1%,21.4%,28.6%,82,59,77.1,5.8着,8.0人気,33.7,1160,208,0,0.0%,14.3%,7.1%,115.96,12.88,55.88
348,ハードスパン,  1-  2-  1-  6/ 10,10.0%,30.0%,40.0%,25,96,83.6,5.6着,5.5人気,31.7,250,240,0,0.0%,20.0%,10.0%,116.06,12.90,55.83
349,マグニテユード,  1-  2-  1- 16/ 20,5.0%,15.0%,20.0%,12,49,56.1,7.9着,6.8人気,27.6,240,330,0,0.0%,10.0%,5.0%,118.66,13.18,54.61
350,ロングフアスト,  1-  2-  1- 11/ 15,6.7%,20.0%,26.7%,36,68,71.8,7.6着,6.7人気,16.8,540,255,0,0.0%,13.3%,6.7%,117.45,13.05,55.17
351,アレアズマ,  1-  2-  1-  3/  7,14.3%,42.9%,57.1%,530,187,128.0,4.3着,6.7人気,40.1,3710,328,0,0.0%,28.6%,14.3%,113.49,12.61,57.10
352,サンシャインフォーエヴァー,  1-  2-  1- 13/ 17,5.9%,17.6%,23.5%,67,201,155.1,9.1着,10.6人気,105.7,1140,858,0,0.0%,11.8%,5.9%,116.46,12.94,55.64
353,"El Gran Senor",  1-  2-  1-  3/  7,14.3%,42.9%,57.1%,20,94,44.9,4.9着,3.0人気,5.5,140,165,0,0.0%,28.6%,14.3%,115.64,12.85,56.03
354,"Conquistador Cielo",  1-  2-  0- 10/ 13,7.7%,23.1%,23.1%,96,49,62.1,6.3着,6.4人気,25.5,1260,213,0,0.0%,15.4%,0.0%,116.12,12.90,55.81
355,サウスアトランテイツク,  1-  2-  0- 16/ 19,5.3%,15.8%,15.8%,8,21,40.9,6.8着,6.7人気,29.1,160,133,0,0.0%,10.5%,0.0%,118.05,13.12,54.89
356,ダイイチボーイ,  1-  2-  0- 13/ 16,6.3%,18.8%,18.8%,16,40,51.6,8.6着,7.7人気,29.8,260,213,0,0.0%,12.5%,0.0%,117.89,13.10,54.96
357,レイズユアスピリツツ,  1-  2-  0-  3/  6,16.7%,50.0%,50.0%,136,170,200.0,3.7着,6.5人気,13.5,820,340,0,0.0%,33.3%,0.0%,114.68,12.74,56.50
358,ロイヤルトルーン,  1-  2-  0- 10/ 13,7.7%,23.1%,23.1%,190,77,82.2,6.3着,7.2人気,29.2,2470,337,0,0.0%,15.4%,0.0%,114.91,12.77,56.39
359,コントライト,  1-  2-  0-  5/  8,12.5%,37.5%,37.5%,13,75,45.6,5.6着,4.1人気,17.9,110,200,0,0.0%,25.0%,0.0%,115.93,12.88,55.90
360,Charismatic,  1-  2-  0-  7/ 10,10.0%,30.0%,30.0%,17,72,79.9,7.1着,7.8人気,90.4,170,240,0,0.0%,20.0%,0.0%,115.14,12.79,56.28
361,ノノアルコ,  1-  1-  3- 18/ 23,4.3%,8.7%,21.7%,13,46,32.1,7.5着,6.4人気,25.2,300,212,0,0.0%,4.3%,13.0%,117.14,13.02,55.32
362,ミュージックタイム,  1-  1-  3- 14/ 19,5.3%,10.5%,26.3%,78,98,79.3,6.7着,9.1人気,60.8,1500,374,0,0.0%,5.3%,15.8%,115.04,12.78,56.33
363,ダンシングキヤツプ,  1-  1-  3-  7/ 12,8.3%,16.7%,41.7%,31,78,76.5,6.6着,7.3人気,42.5,380,188,0,0.0%,8.3%,25.0%,116.14,12.90,55.79
364,オサイチジョージ,  1-  1-  3-  2/  7,14.3%,28.6%,71.4%,25,187,65.1,3.6着,4.1人気,10.2,180,262,0,0.0%,14.3%,42.9%,116.13,12.90,55.80
365,ストラダビンスキー,  1-  1-  2- 17/ 21,4.8%,9.5%,19.0%,52,39,50.5,6.7着,5.9人気,25.2,1110,208,0,0.0%,4.8%,9.5%,116.22,12.91,55.76
366,シルバーシヤーク,  1-  1-  2- 11/ 15,6.7%,13.3%,26.7%,18,36,52.5,5.5着,5.9人気,21.6,280,138,0,0.0%,6.7%,13.3%,115.97,12.89,55.87
367,ウイニングチケット,  1-  1-  2- 31/ 35,2.9%,5.7%,11.4%,5,35,52.7,8.7着,8.8人気,91.0,200,312,0,0.0%,2.9%,5.7%,117.09,13.01,55.34
368,スターリングローズ,  1-  1-  2- 28/ 32,3.1%,6.3%,12.5%,63,48,91.7,8.1着,9.3人気,104.1,2040,388,0,0.0%,3.1%,6.3%,115.93,12.88,55.89
369,ハートレイク,  1-  1-  2- 10/ 14,7.1%,14.3%,28.6%,23,45,47.5,6.6着,4.6人気,17.6,330,158,0,0.0%,7.1%,14.3%,115.94,12.88,55.89
370,ソングオブウインド,  1-  1-  2- 18/ 22,4.5%,9.1%,18.2%,24,80,73.1,7.6着,8.0人気,64.5,540,442,0,0.0%,4.5%,9.1%,116.19,12.91,55.77
371,デュラブ,  1-  1-  2- 15/ 19,5.3%,10.5%,21.1%,8,72,82.1,8.1着,8.7人気,95.5,170,342,0,0.0%,5.3%,10.5%,116.43,12.94,55.65
372,オグリキャップ,  1-  1-  2- 12/ 16,6.3%,12.5%,25.0%,33,39,65.1,7.1着,6.4人気,46.5,540,158,0,0.0%,6.3%,12.5%,117.08,13.01,55.35
373,フイリツプオブスペイン,  1-  1-  2-  9/ 13,7.7%,15.4%,30.8%,80,76,59.5,6.2着,5.3人気,18.9,1040,250,0,0.0%,7.7%,15.4%,115.61,12.85,56.05
374,タンゾア,  1-  1-  2-  7/ 11,9.1%,18.2%,36.4%,124,98,124.9,6.0着,6.6人気,29.1,1370,270,0,0.0%,9.1%,18.2%,117.36,13.04,55.21
375,ボールドコンバタント,  1-  1-  2-  5/  9,11.1%,22.2%,44.4%,80,147,217.7,6.9着,8.1人気,37.0,720,332,0,0.0%,11.1%,22.2%,115.43,12.83,56.14
376,ワツスル,  1-  1-  2- 11/ 15,6.7%,13.3%,26.7%,20,36,44.2,5.9着,5.7人気,23.8,300,135,0,0.0%,6.7%,13.3%,115.91,12.88,55.91
377,デザートキング,  1-  1-  2- 21/ 25,4.0%,8.0%,16.0%,52,41,67.8,8.8着,10.0人気,152.7,1300,258,0,0.0%,4.0%,8.0%,117.08,13.01,55.35
378,ゼダーン,  1-  1-  2-  6/ 10,10.0%,20.0%,40.0%,68,116,62.6,6.4着,4.7人気,10.2,680,290,0,0.0%,10.0%,20.0%,116.72,12.97,55.52
379,Dynaformer,  1-  1-  2-  7/ 11,9.1%,18.2%,36.4%,15,197,67.2,7.2着,6.2人気,31.2,170,542,0,0.0%,9.1%,18.2%,115.49,12.83,56.11
380,アグネスフライト,  1-  1-  1- 23/ 26,3.8%,7.7%,11.5%,40,26,39.9,7.8着,7.9人気,110.7,1040,233,0,0.0%,3.8%,3.8%,115.52,12.84,56.09
381,"Unbridled's Song",  1-  1-  1- 18/ 21,4.8%,9.5%,14.3%,22,24,69.6,7.5着,6.6人気,43.1,480,170,0,0.0%,4.8%,4.8%,115.48,12.83,56.11
382,キヤタオラ,  1-  1-  1- 23/ 26,3.8%,7.7%,11.5%,15,19,50.2,7.3着,7.1人気,32.9,410,170,0,0.0%,3.8%,3.8%,116.23,12.91,55.75
383,ヤマニン,  1-  1-  1- 25/ 28,3.6%,7.1%,10.7%,21,16,48.3,8.5着,8.3人気,42.1,600,157,0,0.0%,3.6%,3.6%,117.68,13.08,55.07
384,タイキシャーロック,  1-  1-  1-  7/ 10,10.0%,20.0%,30.0%,182,101,114.1,6.8着,8.1人気,72.0,1820,337,0,0.0%,10.0%,10.0%,114.93,12.77,56.38
385,ヤマニンスペキユラ,  1-  1-  1-  7/ 10,10.0%,20.0%,30.0%,101,66,64.7,5.4着,3.9人気,12.3,1010,220,0,0.0%,10.0%,10.0%,116.56,12.95,55.59
386,Rubiano,  1-  1-  1-  7/ 10,10.0%,20.0%,30.0%,188,72,90.8,6.0着,5.4人気,40.3,1880,240,0,0.0%,10.0%,10.0%,114.95,12.77,56.37
387,パーソナリテイ,  1-  1-  1- 12/ 15,6.7%,13.3%,20.0%,43,69,90.1,6.7着,6.6人気,22.3,650,347,0,0.0%,6.7%,6.7%,116.84,12.98,55.46
388,スクリーンヒーロー,  1-  1-  1-  8/ 11,9.1%,18.2%,27.3%,528,294,170.9,8.4着,7.2人気,36.7,5810,1080,0,0.0%,9.1%,9.1%,115.34,12.82,56.18
389,タニノムーテイエ,  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,134,228,208.2,3.6着,5.2人気,14.1,670,380,0,0.0%,20.0%,20.0%,114.98,12.78,56.36
390,ニューイングランド,  1-  1-  1- 15/ 18,5.6%,11.1%,16.7%,101,47,124.9,8.9着,9.5人気,109.9,1820,283,0,0.0%,5.6%,5.6%,116.44,12.94,55.65
391,コリムスキー,  1-  1-  1- 12/ 15,6.7%,13.3%,20.0%,9,172,101.7,8.3着,9.9人気,84.1,140,863,0,0.0%,6.7%,6.7%,118.48,13.16,54.69
392,イングリツシユプリンス,  1-  1-  1-  4/  7,14.3%,28.6%,42.9%,34,81,66.9,4.9着,4.6人気,10.6,240,190,0,0.0%,14.3%,14.3%,118.10,13.12,54.87
393,ミシル,  1-  1-  1- 13/ 16,6.3%,12.5%,18.8%,46,50,121.2,7.6着,7.3人気,63.5,740,267,0,0.0%,6.3%,6.3%,117.02,13.00,55.38
394,ネプテユーヌス,  1-  1-  1-  4/  7,14.3%,28.6%,42.9%,45,71,114.2,6.3着,6.4人気,31.5,320,167,0,0.0%,14.3%,14.3%,115.47,12.83,56.12
395,シヤトーゲイ,  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,74,94,158.4,5.4着,5.2人気,19.5,370,157,0,0.0%,20.0%,20.0%,117.12,13.01,55.33
396,Miswaki,  1-  1-  1-  0/  3,33.3%,66.7%,100.0%,70,303,128.8,2.0着,3.3人気,13.1,210,303,0,0.0%,33.3%,33.3%,115.23,12.80,56.23
397,デインヒル,  1-  1-  0- 10/ 12,8.3%,16.7%,16.7%,10,24,63.4,6.8着,6.3人気,28.6,120,145,0,0.0%,8.3%,0.0%,117.20,13.02,55.29
398,ファンタスティックライト,  1-  1-  0- 20/ 22,4.5%,9.1%,9.1%,190,65,90.4,8.7着,9.1人気,148.8,4200,715,0,0.0%,4.5%,0.0%,117.86,13.10,54.98
399,スマートファルコン,  1-  1-  0- 14/ 16,6.3%,12.5%,12.5%,10,16,82.7,7.2着,7.6人気,64.7,160,130,0,0.0%,6.3%,0.0%,115.94,12.88,55.89
400,"Wild Again",  1-  1-  0- 14/ 16,6.3%,12.5%,12.5%,13,43,69.9,8.4着,8.7人気,72.9,210,350,0,0.0%,6.3%,0.0%,114.83,12.76,56.43
401,テユーター,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,70,56,250.5,6.4着,8.1人気,56.2,560,225,0,0.0%,12.5%,0.0%,115.28,12.81,56.21
402,アンフイールド,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,48,42,135.8,5.6着,7.0人気,35.3,390,170,0,0.0%,12.5%,0.0%,118.64,13.18,54.62
403,ミルサイド,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,78,66,111.1,3.2着,3.8人気,13.8,390,165,0,0.0%,20.0%,0.0%,116.28,12.92,55.73
404,フサイチリシャール,  1-  1-  0-  9/ 11,9.1%,18.2%,18.2%,97,33,145.1,9.0着,10.4人気,187.0,1070,185,0,0.0%,9.1%,0.0%,117.75,13.08,55.03
405,ルドウターブル,  1-  1-  0-  7/  9,11.1%,22.2%,22.2%,218,113,239.5,6.8着,8.8人気,29.7,1970,510,0,0.0%,11.1%,0.0%,117.14,13.02,55.32
406,エイシンワシントン,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,22,38,63.9,7.5着,5.8人気,36.5,180,155,0,0.0%,12.5%,0.0%,115.34,12.82,56.18
407,"Time for a Change",  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,51,38,91.5,5.7着,4.7人気,16.1,360,135,0,0.0%,14.3%,0.0%,114.90,12.77,56.40
408,ヴィクトリースピーチ,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,46,61,208.7,6.7着,8.5人気,144.5,280,185,0,0.0%,16.7%,0.0%,118.03,13.11,54.90
409,"Lemon Drop Kid",  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,33,71,121.9,7.1着,6.6人気,31.1,270,285,0,0.0%,12.5%,0.0%,113.73,12.64,56.98
410,ステイード,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,72,70,84.1,3.3着,3.5人気,7.4,290,140,0,0.0%,25.0%,0.0%,115.85,12.87,55.93
411,シンザン,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,55,41,165.8,6.3着,7.6人気,22.8,440,165,0,0.0%,12.5%,0.0%,117.29,13.03,55.25
412,トランスアランテイツク,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,18,47,67.2,7.0着,5.7人気,23.8,130,165,0,0.0%,14.3%,0.0%,116.20,12.91,55.77
413,トロメオ,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,135,80,169.6,6.7着,7.5人気,91.0,810,240,0,0.0%,16.7%,0.0%,116.82,12.98,55.47
414,"Summer Squall",  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,56,51,69.0,8.2着,3.8人気,13.8,340,155,0,0.0%,16.7%,0.0%,113.22,12.58,57.24
415,ノーベルダンサー,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,80,114,170.1,5.4着,5.0人気,11.8,400,285,0,0.0%,20.0%,0.0%,116.12,12.90,55.80
416,アズマハンター,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,97,82,261.6,4.8着,6.3人気,36.0,390,165,0,0.0%,25.0%,0.0%,118.23,13.14,54.81
417,ダージー,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,113,133,174.3,2.7着,5.7人気,38.1,340,200,0,0.0%,33.3%,0.0%,117.40,13.04,55.20
418,コマツタイム,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,100,76,105.3,2.7着,2.7人気,7.1,300,115,0,0.0%,33.3%,0.0%,117.27,13.03,55.26
419,ディープブリランテ,  1-  1-  0- 13/ 15,6.7%,13.3%,13.3%,14,41,121.1,10.9着,9.1人気,110.8,210,310,0,0.0%,6.7%,0.0%,117.93,13.10,54.95
420,レジエンドテイオー,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,20,30,90.5,7.5着,7.4人気,30.5,160,120,0,0.0%,12.5%,0.0%,116.25,12.92,55.74
421,ラスカルスズカ,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,30,48,123.7,7.7着,8.2人気,66.9,180,145,0,0.0%,16.7%,0.0%,116.48,12.94,55.63
422,ミシシツピアン,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,33,35,87.9,6.3着,5.7人気,23.9,200,105,0,0.0%,16.7%,0.0%,117.72,13.08,55.05
423,サフロンウォルデン,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,20,68,100.2,6.3着,8.8人気,95.1,120,205,0,0.0%,16.7%,0.0%,115.60,12.84,56.06
424,"Carson City",  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,100,75,162.4,4.5着,4.8人気,12.9,400,150,0,0.0%,25.0%,0.0%,113.60,12.62,57.04
425,ヒシアリダー,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,250,183,410.6,3.7着,5.7人気,24.2,750,275,0,0.0%,33.3%,0.0%,116.63,12.96,55.56
426,ダイタクチカラ,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,160,153,355.4,5.3着,7.7人気,34.7,480,230,0,0.0%,33.3%,0.0%,116.37,12.93,55.69
427,"Smarty Jones",  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,70,170,176.7,5.3着,7.0人気,81.0,210,255,0,0.0%,33.3%,0.0%,114.60,12.73,56.54
428,Namaqualand,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,50,76,86.7,3.3着,2.0人気,6.1,150,115,0,0.0%,33.3%,0.0%,116.60,12.96,55.57
429,ビービービー,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,120,135,124.8,1.5着,1.0人気,2.5,240,135,0,0.0%,50.0%,0.0%,114.45,12.72,56.62
430,サンエイソロン,  1-  0-  6- 13/ 20,5.0%,5.0%,35.0%,87,59,35.3,5.4着,5.5人気,34.4,1740,169,0,0.0%,0.0%,30.0%,117.49,13.05,55.15
431,ロドリゴデトリアーノ,  1-  0-  4- 58/ 63,1.6%,1.6%,7.9%,9,32,26.3,8.8着,8.4人気,91.1,580,404,0,0.0%,0.0%,6.3%,116.83,12.98,55.47
432,ハービンジャー,  1-  0-  3- 46/ 50,2.0%,2.0%,8.0%,3,13,25.1,8.8着,8.6人気,86.6,150,165,0,0.0%,0.0%,6.0%,116.53,12.95,55.61
433,ジユニアス,  1-  0-  2- 23/ 26,3.8%,3.8%,11.5%,9,21,56.9,6.3着,8.1人気,58.3,240,275,0,0.0%,0.0%,7.7%,116.57,12.95,55.59
434,ジヤツジヤー,  1-  0-  2- 10/ 13,7.7%,7.7%,23.1%,22,39,80.6,7.3着,7.4人気,42.6,290,170,0,0.0%,0.0%,15.4%,117.65,13.07,55.08
435,ブラッシングジョン,  1-  0-  2-  9/ 12,8.3%,8.3%,25.0%,370,271,217.9,7.1着,9.9人気,86.3,4450,1087,0,0.0%,0.0%,16.7%,115.77,12.86,55.97
436,サクラロータリー,  1-  0-  2- 16/ 19,5.3%,5.3%,15.8%,145,30,85.9,8.0着,7.9人気,63.8,2760,290,0,0.0%,0.0%,10.5%,118.86,13.21,54.52
437,マークオブディスティンクション,  1-  0-  2-  7/ 10,10.0%,10.0%,30.0%,51,49,103.3,7.9着,7.3人気,80.1,510,163,0,0.0%,0.0%,20.0%,116.55,12.95,55.60
438,"Kris S.",  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,14,26,29.5,4.4着,2.2人気,4.5,130,120,0,0.0%,0.0%,11.1%,115.34,12.82,56.18
439,セントシーザー,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,20,46,55.9,4.8着,3.5人気,8.4,120,140,0,0.0%,0.0%,16.7%,115.03,12.78,56.33
440,ベリフア,  1-  0-  1- 13/ 15,6.7%,6.7%,13.3%,18,18,92.0,9.0着,8.1人気,63.1,280,140,0,0.0%,0.0%,6.7%,117.30,13.03,55.24
441,テスコボーイ,  1-  0-  1-  9/ 11,9.1%,9.1%,18.2%,123,59,71.3,6.5着,5.9人気,17.2,1360,325,0,0.0%,0.0%,9.1%,116.93,12.99,55.42
442,Petoski,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,184,142,83.1,3.4着,3.8人気,7.9,920,355,0,0.0%,0.0%,20.0%,114.70,12.74,56.50
443,"Arctic Tern",  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,116,104,140.6,4.0着,5.2人気,13.2,580,260,0,0.0%,0.0%,20.0%,114.82,12.76,56.44
444,"Silver Charm",  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,47,48,78.4,4.7着,4.1人気,13.8,330,170,0,0.0%,0.0%,14.3%,115.03,12.78,56.33
445,ラシアンボンド,  1-  0-  1- 12/ 14,7.1%,7.1%,14.3%,1348,180,203.5,8.1着,10.3人気,84.7,18880,1265,0,0.0%,0.0%,7.1%,117.29,13.03,55.25
446,ツルマルボーイ,  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,21,27,68.3,6.0着,5.2人気,19.3,190,125,0,0.0%,0.0%,11.1%,116.24,12.92,55.74
447,パーソロン,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,76,76,153.1,5.4着,5.4人気,22.8,380,190,0,0.0%,0.0%,20.0%,117.58,13.06,55.11
448,グランデラ,  1-  0-  1- 16/ 18,5.6%,5.6%,11.1%,111,31,71.5,8.1着,7.4人気,65.3,2010,570,0,0.0%,0.0%,5.6%,117.11,13.01,55.33
449,スキーキャプテン,  1-  0-  1- 10/ 12,8.3%,8.3%,16.7%,55,28,109.6,8.0着,7.3人気,31.8,670,170,0,0.0%,0.0%,8.3%,114.91,12.77,56.39
450,レオダーバン,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,171,145,162.5,4.8着,5.7人気,17.7,1030,435,0,0.0%,0.0%,16.7%,113.62,12.62,57.03
451,ヴイテイージ,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,46,46,129.8,6.7着,5.2人気,28.9,280,140,0,0.0%,0.0%,16.7%,118.95,13.22,54.48
452,アンシエントタイム,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,125,65,248.6,5.3着,6.2人気,35.7,750,195,0,0.0%,0.0%,16.7%,115.35,12.82,56.18
453,"El Condor Pasa",  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,107,155,275.0,4.5着,6.3人気,20.5,430,310,0,0.0%,0.0%,25.0%,113.53,12.61,57.08
454,"Our Emblem",  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,96,163,208.4,2.7着,4.3人気,11.1,290,245,0,0.0%,0.0%,33.3%,114.93,12.77,56.38
455,Fasliyev,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,50,133,88.3,2.7着,2.3人気,4.9,150,200,0,0.0%,0.0%,33.3%,115.33,12.81,56.18
456,アドマイヤオーラ,  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,35,225,106.3,8.0着,7.9人気,81.2,320,1015,0,0.0%,0.0%,11.1%,115.81,12.87,55.95
457,"Victory Gallop",  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,127,87,250.8,7.6着,7.0人気,59.9,1020,350,0,0.0%,0.0%,12.5%,113.79,12.64,56.95
458,ヒカリデユール,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,185,113,297.7,5.8着,7.2人気,21.4,1110,340,0,0.0%,0.0%,16.7%,115.97,12.89,55.88
459,ロックオブジブラルタル,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,32,90,107.5,7.9着,5.4人気,33.8,230,315,0,0.0%,0.0%,14.3%,116.96,13.00,55.40
460,アグネスワールド,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,264,152,423.8,8.0着,9.9人気,114.7,1850,535,0,0.0%,0.0%,14.3%,117.03,13.00,55.37
461,"Forty Niner",  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,58,58,92.4,7.0着,4.7人気,11.2,350,175,0,0.0%,0.0%,16.7%,114.00,12.67,56.84
462,アマジックマン,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,282,122,133.3,5.4着,5.4人気,27.2,1410,305,0,0.0%,0.0%,20.0%,114.46,12.72,56.61
463,フエートメーカー,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,160,115,274.8,4.5着,6.0人気,17.0,640,230,0,0.0%,0.0%,25.0%,117.30,13.03,55.24
464,アンクルスーパー,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,167,212,269.4,4.0着,6.5人気,18.6,670,425,0,0.0%,0.0%,25.0%,114.83,12.76,56.43
465,イースタンフリート,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,83,36,101.0,7.8着,7.6人気,37.1,670,145,0,0.0%,0.0%,12.5%,117.76,13.08,55.03
466,フアルコン,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,66,51,133.3,7.8着,5.0人気,14.3,400,155,0,0.0%,0.0%,16.7%,116.42,12.94,55.66
467,"Groom Dancer",  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,33,33,49.6,5.3着,3.2人気,10.9,200,100,0,0.0%,0.0%,16.7%,118.55,13.17,54.66
468,ミナガワビクトリー,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,266,120,529.8,7.4着,8.8人気,51.9,1330,300,0,0.0%,0.0%,20.0%,116.40,12.93,55.67
469,フィガロ,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,104,54,115.6,6.4着,5.4人気,27.0,520,135,0,0.0%,0.0%,20.0%,115.88,12.88,55.92
470,パンザー,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,170,80,86.4,5.2着,3.8人気,9.2,850,200,0,0.0%,0.0%,20.0%,116.70,12.97,55.53
471,グレートローマン,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,386,108,324.3,6.6着,6.6人気,40.9,1930,270,0,0.0%,0.0%,20.0%,115.74,12.86,55.99
472,ルセリ,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,152,222,359.4,4.5着,6.8人気,24.8,610,445,0,0.0%,0.0%,25.0%,117.65,13.07,55.08
473,リユウズイシヨウ,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,42,67,117.5,6.0着,5.3人気,53.6,170,135,0,0.0%,0.0%,25.0%,116.20,12.91,55.77
474,リユウドルガ,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,173,156,380.5,3.7着,7.3人気,26.2,520,235,0,0.0%,0.0%,33.3%,115.97,12.89,55.88
475,シルクジャスティス,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,56,83,144.9,3.7着,5.7人気,74.9,170,125,0,0.0%,0.0%,33.3%,116.23,12.91,55.75
476,ロバリアアモン,  1-  0-  0- 12/ 13,7.7%,7.7%,7.7%,30,11,133.1,6.8着,9.2人気,51.0,400,150,0,0.0%,0.0%,0.0%,115.14,12.79,56.28
477,ミナラ,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,97,21,223.8,6.3着,7.9人気,47.2,680,150,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
478,ダハール,  1-  0-  0- 12/ 13,7.7%,7.7%,7.7%,86,21,209.3,6.8着,7.6人気,78.9,1120,280,0,0.0%,0.0%,0.0%,117.48,13.05,55.16
479,アンテイーカ,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,392,86,183.9,6.3着,8.3人気,43.3,3530,780,0,0.0%,0.0%,0.0%,116.04,12.89,55.84
480,ハビトニー,  1-  0-  0- 11/ 12,8.3%,8.3%,8.3%,35,13,59.2,7.1着,5.2人気,12.8,430,160,0,0.0%,0.0%,0.0%,116.53,12.95,55.61
481,シヤカプール,  1-  0-  0-  9/ 10,10.0%,10.0%,10.0%,86,20,173.4,6.9着,7.6人気,33.6,860,200,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
482,Nureyev,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,52,23,101.9,6.1着,5.8人気,31.1,420,190,0,0.0%,0.0%,0.0%,115.14,12.79,56.28
