順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
58,Lyphard,  8-  0-  4- 50/ 62,12.9%,12.9%,19.4%,91,53,114.5,7.7着,6.0人気,44.0,708,276,0,0.0%,0.0%,6.5%,116.08,12.90,55.82
59,フアバージ,  7- 16- 21-127/171,4.1%,13.5%,25.7%,61,70,34.2,6.6着,6.2人気,29.6,1496,272,0,0.0%,9.4%,12.3%,116.81,12.98,55.48
60,イエローゴツド,  7- 16-  7- 74/104,6.7%,22.1%,28.8%,58,76,61.5,6.5着,6.7人気,51.6,873,264,0,0.0%,15.4%,6.7%,117.08,13.01,55.35
61,Caerleon,  7- 11-  7- 83/108,6.5%,16.7%,23.1%,34,66,62.4,7.3着,6.9人気,58.1,530,289,0,0.0%,10.2%,6.5%,116.06,12.90,55.83
62,リマンド,  7-  8-  6- 72/ 93,7.5%,16.1%,22.6%,46,46,77.4,6.8着,6.8人気,31.2,619,214,0,0.0%,8.6%,6.5%,116.81,12.98,55.47
63,サンプリンス,  7-  7-  3- 41/ 58,12.1%,24.1%,29.3%,83,64,119.2,7.8着,7.3人気,45.8,690,220,0,0.0%,12.1%,5.2%,116.43,12.94,55.65
64,Kingmambo,  7-  5-  7- 80/ 99,7.1%,12.1%,19.2%,42,86,67.4,8.0着,7.0人気,48.4,601,452,0,0.0%,5.1%,7.1%,115.65,12.85,56.03
65,ジェネラス,  7-  2-  6- 46/ 61,11.5%,14.8%,24.6%,71,105,115.8,7.0着,7.5人気,79.4,626,428,0,0.0%,3.3%,9.8%,115.55,12.84,56.08
66,"Rainbow Quest",  7-  0-  2- 28/ 37,18.9%,18.9%,24.3%,181,61,215.3,7.4着,7.0人気,69.8,959,251,0,0.0%,0.0%,5.4%,116.12,12.90,55.80
67,"A.P. Indy",  6- 10-  7- 34/ 57,10.5%,28.1%,40.4%,104,153,105.4,5.7着,6.7人気,56.0,997,380,0,0.0%,17.5%,12.3%,114.64,12.74,56.52
68,ミスターシービー,  6- 10-  5- 54/ 75,8.0%,21.3%,28.0%,68,63,76.4,6.8着,7.5人気,54.8,850,227,0,0.0%,13.3%,6.7%,116.07,12.90,55.83
69,クラウンドプリンス,  6-  9-  6- 54/ 75,8.0%,20.0%,28.0%,32,60,71.2,7.3着,6.9人気,51.4,403,228,0,0.0%,12.0%,8.0%,115.91,12.88,55.91
70,タイテエム,  6-  8-  7- 73/ 94,6.4%,14.9%,22.3%,84,90,65.8,7.1着,6.8人気,43.2,1328,404,0,0.0%,8.5%,7.4%,117.37,13.04,55.21
71,バンブーアトラス,  6-  8-  5- 60/ 79,7.6%,17.7%,24.1%,32,61,77.8,6.9着,7.0人気,53.9,422,254,0,0.0%,10.1%,6.3%,116.51,12.95,55.62
72,フオルテイノ,  6-  6-  9- 29/ 50,12.0%,24.0%,42.0%,177,104,74.1,5.9着,6.4人気,41.0,1482,249,0,0.0%,12.0%,18.0%,116.87,12.99,55.45
73,アスワン,  6-  6-  5- 56/ 73,8.2%,16.4%,23.3%,77,101,109.0,7.1着,7.4人気,44.9,943,435,0,0.0%,8.2%,6.8%,115.54,12.84,56.08
74,ダイハード,  6-  6-  5- 49/ 66,9.1%,18.2%,25.8%,67,55,80.4,6.9着,7.0人気,28.4,747,216,0,0.0%,9.1%,7.6%,116.50,12.94,55.62
75,フアラモンド,  6-  6-  1- 23/ 36,16.7%,33.3%,36.1%,115,81,109.9,5.2着,5.3人気,20.0,695,227,0,0.0%,16.7%,2.8%,115.68,12.85,56.02
76,"Storm Bird",  6-  5-  6- 48/ 65,9.2%,16.9%,26.2%,110,78,74.7,6.2着,6.0人気,48.2,1198,301,0,0.0%,7.7%,9.2%,115.02,12.78,56.34
77,"Gone West",  6-  5-  6- 45/ 62,9.7%,17.7%,27.4%,132,82,83.7,7.6着,6.7人気,55.8,1372,301,0,0.0%,8.1%,9.7%,116.09,12.90,55.82
78,Nureyev,  6-  5-  3- 58/ 72,8.3%,15.3%,19.4%,37,44,80.1,8.0着,7.0人気,55.2,447,231,0,0.0%,6.9%,4.2%,115.27,12.81,56.22
79,サクラユタカオー,  6-  4-  6- 73/ 89,6.7%,11.2%,18.0%,38,39,79.5,7.8着,7.6人気,65.1,578,219,0,0.0%,4.5%,6.7%,116.38,12.93,55.68
80,エンドスウィープ,  6-  4-  4- 25/ 39,15.4%,25.6%,35.9%,191,125,134.3,6.5着,7.8人気,62.1,1247,351,0,0.0%,10.3%,10.3%,114.56,12.73,56.57
81,ヘリオス,  6-  3-  3- 19/ 31,19.4%,29.0%,38.7%,97,90,130.8,5.5着,5.7人気,21.2,502,235,0,0.0%,9.7%,9.7%,116.79,12.98,55.49
82,"Mr. Leader",  6-  3-  1- 16/ 26,23.1%,34.6%,38.5%,190,130,157.1,5.3着,6.0人気,28.8,823,340,0,0.0%,11.5%,3.8%,114.35,12.71,56.67
83,"Wild Again",  6-  2-  5- 22/ 35,17.1%,22.9%,37.1%,102,144,133.9,5.7着,6.4人気,50.7,597,390,0,0.0%,5.7%,14.3%,114.91,12.77,56.39
84,モバリツズ,  6-  1-  4- 17/ 28,21.4%,25.0%,39.3%,45,64,90.3,5.1着,4.8人気,22.5,212,165,0,0.0%,3.6%,14.3%,116.14,12.90,55.80
85,ラデイガ,  6-  0-  7- 28/ 41,14.6%,14.6%,31.7%,178,84,192.8,7.0着,7.2人気,39.1,1222,288,0,0.0%,0.0%,17.1%,117.19,13.02,55.29
86,シーホーク,  5- 11- 18- 66/100,5.0%,16.0%,34.0%,90,89,49.6,5.8着,6.8人気,35.5,1806,272,0,0.0%,11.0%,18.0%,116.72,12.97,55.52
87,ラムタラ,  5- 10-  4- 66/ 85,5.9%,17.6%,22.4%,78,87,77.6,7.4着,8.5人気,87.6,1326,393,0,0.0%,11.8%,4.7%,115.89,12.88,55.92
88,"Seattle Slew",  5-  8-  6- 81/100,5.0%,13.0%,19.0%,14,59,46.6,7.3着,7.2人気,58.0,284,314,0,0.0%,8.0%,6.0%,115.78,12.86,55.97
89,コマンダーインチーフ,  5-  8-  2- 88/103,4.9%,12.6%,14.6%,32,42,72.3,8.5着,8.5人気,82.5,662,292,0,0.0%,7.8%,1.9%,115.96,12.88,55.88
90,"Northern Dancer",  5-  6- 11- 45/ 67,7.5%,16.4%,32.8%,59,90,63.0,5.9着,6.3人気,34.5,794,275,0,0.0%,9.0%,16.4%,115.83,12.87,55.95
91,ノーザンデイクテイター,  5-  6-  9- 64/ 84,6.0%,13.1%,23.8%,103,85,80.6,7.0着,7.6人気,48.1,1746,377,0,0.0%,7.1%,10.7%,116.40,12.93,55.67
92,セントクレスピン,  5-  5-  3- 33/ 46,10.9%,21.7%,28.3%,79,51,83.4,6.6着,5.9人気,33.3,728,181,0,0.0%,10.9%,6.5%,116.82,12.98,55.47
93,ドン,  5-  5-  2- 38/ 50,10.0%,20.0%,24.0%,55,43,90.2,6.2着,6.1人気,28.1,558,179,0,0.0%,10.0%,4.0%,116.14,12.90,55.79
94,Miswaki,  5-  5-  1- 41/ 52,9.6%,19.2%,21.2%,20,28,68.0,7.3着,6.2人気,57.5,208,133,0,0.0%,9.6%,1.9%,115.74,12.86,55.99
95,ノーアテンシヨン,  5-  4-  6- 57/ 72,6.9%,12.5%,20.8%,53,67,91.0,7.3着,8.0人気,72.7,768,323,0,0.0%,5.6%,8.3%,116.44,12.94,55.65
96,ウインドストース,  5-  4-  3- 17/ 29,17.2%,31.0%,41.4%,243,170,164.6,5.6着,6.3人気,46.6,1410,412,0,0.0%,13.8%,10.3%,115.60,12.84,56.05
97,"Pleasant Colony",  5-  4-  3- 21/ 33,15.2%,27.3%,36.4%,86,87,114.6,6.7着,6.8人気,54.4,568,240,0,0.0%,12.1%,9.1%,115.03,12.78,56.33
98,ニゾン,  5-  3-  9- 31/ 48,10.4%,16.7%,35.4%,38,74,69.4,6.0着,5.4人気,33.5,374,211,0,0.0%,6.3%,18.8%,116.29,12.92,55.72
99,スキャン,  5-  3-  5- 46/ 59,8.5%,13.6%,22.0%,53,48,83.2,7.7着,7.5人気,77.5,626,221,0,0.0%,5.1%,8.5%,116.36,12.93,55.69
100,トレボロ,  5-  3-  4- 14/ 26,19.2%,30.8%,46.2%,90,127,167.8,5.0着,5.6人気,22.4,470,277,0,0.0%,11.5%,15.4%,116.42,12.94,55.66
101,カコイーシーズ,  5-  3-  3- 36/ 47,10.6%,17.0%,23.4%,128,109,133.7,7.6着,8.4人気,88.4,1208,467,0,0.0%,6.4%,6.4%,115.63,12.85,56.04
102,フロリバンダ,  5-  3-  1- 39/ 48,10.4%,16.7%,18.8%,38,48,89.2,6.9着,6.9人気,32.6,372,257,0,0.0%,6.3%,2.1%,116.34,12.93,55.70
103,パラダイスクリーク,  5-  2-  6- 30/ 43,11.6%,16.3%,30.2%,185,77,95.1,6.4着,6.3人気,46.8,1596,257,0,0.0%,4.7%,14.0%,115.45,12.83,56.13
104,ステインテイノ,  5-  2-  3- 33/ 43,11.6%,16.3%,23.3%,42,44,87.5,7.0着,6.7人気,40.9,368,190,0,0.0%,4.7%,7.0%,116.41,12.93,55.67
105,"Kris S.",  5-  2-  2- 39/ 48,10.4%,14.6%,18.8%,104,55,131.6,8.1着,7.5人気,66.8,1004,293,0,0.0%,4.2%,4.2%,116.23,12.91,55.75
106,"Crafty Prospector",  5-  2-  0- 30/ 37,13.5%,18.9%,18.9%,31,24,86.4,7.9着,7.4人気,75.7,236,127,0,0.0%,5.4%,0.0%,116.03,12.89,55.85
107,タバスコキャット,  5-  2-  0- 26/ 33,15.2%,21.2%,21.2%,96,48,147.1,7.6着,7.5人気,79.1,638,227,0,0.0%,6.1%,0.0%,114.29,12.70,56.70
108,ロンバード,  5-  1-  0- 16/ 22,22.7%,27.3%,27.3%,246,59,239.4,6.7着,6.6人気,26.9,1086,217,0,0.0%,4.5%,0.0%,115.98,12.89,55.87
109,テユデナム,  5-  0-  3- 25/ 33,15.2%,15.2%,24.2%,84,49,167.6,6.1着,6.7人気,36.6,556,204,0,0.0%,0.0%,9.1%,116.88,12.99,55.44
110,カウアイキング,  5-  0-  1- 29/ 35,14.3%,14.3%,17.1%,93,33,144.0,8.1着,7.1人気,36.0,656,195,0,0.0%,0.0%,2.9%,116.35,12.93,55.70
111,ネプテユーヌス,  4- 12- 12- 65/ 93,4.3%,17.2%,30.1%,29,51,31.0,6.4着,5.7人気,25.8,678,178,0,0.0%,12.9%,12.9%,116.46,12.94,55.64
112,アンバーシヤダイ,  4-  9- 10-102/125,3.2%,10.4%,18.4%,43,50,39.4,7.6着,7.7人気,72.1,1370,274,0,0.0%,7.2%,8.0%,116.44,12.94,55.65
113,ホリスキー,  4-  8-  7- 56/ 75,5.3%,16.0%,25.3%,14,71,54.6,7.1着,7.2人気,59.1,280,282,0,0.0%,10.7%,9.3%,115.64,12.85,56.04
114,サドンソー,  4-  7-  5- 36/ 52,7.7%,21.2%,30.8%,109,72,63.2,5.8着,6.3人気,37.4,1425,236,0,0.0%,13.5%,9.6%,115.42,12.82,56.14
115,ロードリージ,  4-  7-  3- 50/ 64,6.3%,17.2%,21.9%,34,55,61.3,7.0着,6.8人気,33.9,555,253,0,0.0%,10.9%,4.7%,116.76,12.97,55.50
116,サウンドトラツク,  4-  6-  9- 35/ 54,7.4%,18.5%,35.2%,47,75,73.0,6.2着,7.0人気,29.1,635,215,0,0.0%,11.1%,16.7%,116.37,12.93,55.69
117,ターゴワイス,  4-  6-  3- 36/ 49,8.2%,20.4%,26.5%,50,60,74.0,7.2着,6.1人気,45.9,622,227,0,0.0%,12.2%,6.1%,117.47,13.05,55.16
118,Alzao,  4-  5-  5- 26/ 40,10.0%,22.5%,35.0%,104,96,78.8,6.6着,5.9人気,39.1,1042,276,0,0.0%,12.5%,12.5%,116.01,12.89,55.86
119,ボールドリツク,  4-  5-  4- 42/ 55,7.3%,16.4%,23.6%,40,68,74.6,7.3着,6.4人気,34.0,555,291,0,0.0%,9.1%,7.3%,117.53,13.06,55.14
120,Fappiano,  4-  5-  1- 32/ 42,9.5%,21.4%,23.8%,42,55,113.5,7.4着,7.4人気,67.8,450,233,0,0.0%,11.9%,2.4%,115.96,12.88,55.88
121,メジロマックイーン,  4-  5-  1- 24/ 34,11.8%,26.5%,29.4%,24,93,93.4,6.9着,7.0人気,60.3,210,318,0,0.0%,14.7%,2.9%,115.94,12.88,55.89
122,アラナス,  4-  4-  4- 30/ 42,9.5%,19.0%,28.6%,27,58,68.1,5.6着,6.4人気,28.1,288,223,0,0.0%,9.5%,9.5%,116.19,12.91,55.77
123,Caro,  4-  4-  3- 24/ 35,11.4%,22.9%,31.4%,52,57,65.9,4.8着,4.5人気,14.9,460,182,0,0.0%,11.4%,8.6%,114.74,12.75,56.47
124,フイルモン,  4-  3-  6- 17/ 30,13.3%,23.3%,43.3%,91,132,114.0,6.1着,6.7人気,43.5,682,305,0,0.0%,10.0%,20.0%,116.43,12.94,55.66
125,コインドシルバー,  4-  3-  5- 44/ 56,7.1%,12.5%,21.4%,56,68,55.9,6.6着,6.4人気,43.0,792,322,0,0.0%,5.4%,8.9%,115.97,12.89,55.88
126,ヴアイスリーガル,  4-  3-  5- 46/ 58,6.9%,12.1%,20.7%,44,50,65.5,7.3着,6.7人気,36.9,648,246,0,0.0%,5.2%,8.6%,116.34,12.93,55.70
127,リヴリア,  4-  3-  2- 48/ 57,7.0%,12.3%,15.8%,161,57,97.3,8.0着,7.7人気,67.0,2305,366,0,0.0%,5.3%,3.5%,116.18,12.91,55.78
128,ニチドウアラシ,  4-  3-  2- 24/ 33,12.1%,21.2%,27.3%,29,55,83.8,7.3着,6.7人気,54.0,240,202,0,0.0%,9.1%,6.1%,116.48,12.94,55.63
129,リンドシェーバー,  4-  3-  1- 45/ 53,7.5%,13.2%,15.1%,22,34,90.7,8.0着,8.0人気,59.4,298,226,0,0.0%,5.7%,1.9%,115.86,12.87,55.93
130,"Blushing Groom",  4-  2-  5- 29/ 40,10.0%,15.0%,27.5%,30,89,88.7,6.7着,7.4人気,64.6,302,324,0,0.0%,5.0%,12.5%,115.94,12.88,55.89
131,バーバー,  4-  2-  3- 35/ 44,9.1%,13.6%,20.5%,233,48,96.1,6.8着,7.1人気,34.3,2570,237,0,0.0%,4.5%,6.8%,116.29,12.92,55.72
132,ダイコーター,  4-  2-  1- 24/ 31,12.9%,19.4%,22.6%,136,54,137.8,6.3着,6.5人気,30.6,1058,243,0,0.0%,6.5%,3.2%,116.74,12.97,55.51
133,ゴールデンパス,  4-  2-  1- 20/ 27,14.8%,22.2%,25.9%,50,32,108.9,6.3着,7.1人気,26.0,338,124,0,0.0%,7.4%,3.7%,116.22,12.91,55.76
134,サクラシンゲキ,  4-  2-  1- 14/ 21,19.0%,28.6%,33.3%,213,80,292.6,6.9着,8.2人気,95.6,1122,240,0,0.0%,9.5%,4.8%,115.92,12.88,55.90
135,マイスワロー,  4-  1-  3- 13/ 21,19.0%,23.8%,38.1%,195,105,164.4,5.5着,6.3人気,33.3,1025,278,0,0.0%,4.8%,14.3%,115.88,12.88,55.92
136,モデルフール,  4-  1-  3- 17/ 25,16.0%,20.0%,32.0%,94,60,139.7,6.3着,6.6人気,33.3,592,188,0,0.0%,4.0%,12.0%,116.09,12.90,55.82
137,フサイチコンコルド,  4-  1-  2- 13/ 20,20.0%,25.0%,35.0%,52,77,152.4,6.7着,7.5人気,80.5,262,221,0,0.0%,5.0%,10.0%,115.11,12.79,56.29
138,ジェニュイン,  4-  1-  1- 14/ 20,20.0%,25.0%,30.0%,93,44,162.7,6.5着,6.9人気,59.4,465,148,0,0.0%,5.0%,5.0%,115.09,12.79,56.31
139,"Last Tycoon",  4-  1-  1- 16/ 22,18.2%,22.7%,27.3%,337,84,218.8,8.2着,7.7人気,45.5,1858,372,0,0.0%,4.5%,4.5%,116.10,12.90,55.81
140,Machiavellian,  4-  0-  7- 19/ 30,13.3%,13.3%,36.7%,39,77,84.1,6.4着,5.1人気,18.9,298,211,0,0.0%,0.0%,23.3%,115.04,12.78,56.33
141,"Spinning World",  4-  0-  2-  9/ 15,26.7%,26.7%,40.0%,278,106,300.4,4.3着,5.9人気,57.0,1042,267,0,0.0%,0.0%,13.3%,115.09,12.79,56.31
142,"Rock of Gibraltar",  4-  0-  0- 10/ 14,28.6%,28.6%,28.6%,93,43,163.8,7.1着,5.2人気,41.1,328,152,0,0.0%,0.0%,0.0%,114.81,12.76,56.44
143,ニホンピロウイナー,  3-  8-  6- 82/ 99,3.0%,11.1%,17.2%,26,50,38.7,7.8着,7.8人気,73.2,873,292,0,0.0%,8.1%,6.1%,115.94,12.88,55.89
144,フアーザーズイメージ,  3-  7-  4- 34/ 48,6.3%,20.8%,29.2%,19,86,47.8,6.5着,6.6人気,25.0,313,298,0,0.0%,14.6%,8.3%,116.48,12.94,55.63
145,Gulch,  3-  7-  2- 60/ 72,4.2%,13.9%,16.7%,36,35,40.9,7.5着,6.8人気,43.3,883,216,0,0.0%,9.7%,2.8%,115.35,12.82,56.17
146,ハイセイコー,  3-  6-  5- 52/ 66,4.5%,13.6%,21.2%,71,103,61.6,6.8着,7.5人気,56.2,1567,487,0,0.0%,9.1%,7.6%,116.17,12.91,55.78
147,ヴイミー,  3-  6-  1- 23/ 33,9.1%,27.3%,30.3%,111,55,75.8,5.9着,5.5人気,18.7,1223,182,0,0.0%,18.2%,3.0%,116.18,12.91,55.78
148,ロムルス,  3-  5-  5- 29/ 42,7.1%,19.0%,31.0%,16,110,51.9,5.7着,6.4人気,29.8,227,355,0,0.0%,11.9%,11.9%,116.30,12.92,55.72
149,"Green Dancer",  3-  5-  4- 19/ 31,9.7%,25.8%,38.7%,40,94,63.8,6.3着,5.7人気,39.1,413,244,0,0.0%,16.1%,12.9%,115.80,12.87,55.96
150,ノーザンアンサー,  3-  5-  1- 42/ 51,5.9%,15.7%,17.6%,146,53,60.7,7.3着,6.9人気,49.9,2483,303,0,0.0%,9.8%,2.0%,116.47,12.94,55.64
151,ニチドウタロー,  3-  5-  0- 14/ 22,13.6%,36.4%,36.4%,56,97,113.6,5.3着,5.4人気,17.6,413,269,0,0.0%,22.7%,0.0%,115.53,12.84,56.09
152,キンググローリアス,  3-  4-  6- 48/ 61,4.9%,11.5%,21.3%,22,108,59.3,7.8着,8.5人気,105.5,457,508,0,0.0%,6.6%,9.8%,116.26,12.92,55.74
153,ホワイトマズル,  3-  4-  4- 42/ 53,5.7%,13.2%,20.8%,32,70,59.7,7.4着,7.3人気,71.7,580,339,0,0.0%,7.5%,7.5%,115.58,12.84,56.07
154,デイクタス,  3-  4-  4- 33/ 44,6.8%,15.9%,25.0%,61,106,88.3,7.3着,8.1人気,75.7,897,425,0,0.0%,9.1%,9.1%,116.34,12.93,55.70
155,ボールドアンドエイブル,  3-  4-  2- 23/ 32,9.4%,21.9%,28.1%,40,43,49.1,6.0着,6.0人気,32.5,433,156,0,0.0%,12.5%,6.3%,115.99,12.89,55.87
156,ホープフリーオン,  3-  4-  2- 19/ 28,10.7%,25.0%,32.1%,61,77,80.8,5.7着,5.6人気,25.0,570,240,0,0.0%,14.3%,7.1%,116.16,12.91,55.79
157,クリスタルグリツターズ,  3-  4-  1- 43/ 51,5.9%,13.7%,15.7%,99,58,103.3,8.3着,7.4人気,63.9,1697,374,0,0.0%,7.8%,2.0%,116.17,12.91,55.78
158,ビービービー,  3-  4-  1- 15/ 23,13.0%,30.4%,34.8%,110,99,108.4,5.3着,6.4人気,23.4,847,286,0,0.0%,17.4%,4.3%,116.19,12.91,55.77
159,"Awesome Again",  3-  4-  0- 12/ 19,15.8%,36.8%,36.8%,46,56,80.3,5.6着,5.1人気,32.5,293,153,0,0.0%,21.1%,0.0%,113.90,12.66,56.89
160,セダン,  3-  3-  7- 41/ 54,5.6%,11.1%,24.1%,24,61,53.5,6.4着,6.3人気,27.5,443,278,0,0.0%,5.6%,13.0%,116.78,12.98,55.49
161,Capote,  3-  3-  4- 18/ 28,10.7%,21.4%,35.7%,93,233,89.9,6.4着,6.8人気,45.1,873,727,0,0.0%,10.7%,14.3%,116.09,12.90,55.82
162,スリルシヨー,  3-  3-  2- 40/ 48,6.3%,12.5%,16.7%,196,149,73.4,7.2着,8.2人気,57.4,3137,898,0,0.0%,6.3%,4.2%,116.37,12.93,55.68
163,パドスール,  3-  3-  2-  9/ 17,17.6%,35.3%,47.1%,292,169,171.8,5.3着,6.4人気,31.4,1657,360,0,0.0%,17.6%,11.8%,114.99,12.78,56.35
164,"Sunday Silence",  3-  3-  1- 12/ 19,15.8%,31.6%,36.8%,92,268,153.4,5.6着,7.4人気,79.6,583,729,0,0.0%,15.8%,5.3%,114.62,12.74,56.53
165,シンボリルドルフ,  3-  2-  9- 61/ 75,4.0%,6.7%,18.7%,14,63,56.5,7.4着,7.6人気,55.1,367,340,0,0.0%,2.7%,12.0%,116.12,12.90,55.80
166,バブルガムフェロー,  3-  2-  4- 33/ 42,7.1%,11.9%,21.4%,52,54,73.8,7.6着,7.8人気,76.8,733,256,0,0.0%,4.8%,9.5%,115.98,12.89,55.87
167,Theatrical,  3-  2-  3- 27/ 35,8.6%,14.3%,22.9%,36,44,94.7,7.4着,7.2人気,57.0,423,192,0,0.0%,5.7%,8.6%,116.19,12.91,55.77
168,Unbridled,  3-  2-  3- 12/ 20,15.0%,25.0%,40.0%,50,129,140.7,6.3着,6.6人気,32.8,337,322,0,0.0%,10.0%,15.0%,114.63,12.74,56.53
169,Roberto,  3-  2-  3- 12/ 20,15.0%,25.0%,40.0%,52,96,115.2,7.0着,5.8人気,28.6,347,240,0,0.0%,10.0%,15.0%,116.67,12.96,55.54
170,"Raise a Native",  3-  2-  2- 19/ 26,11.5%,19.2%,26.9%,130,60,103.8,6.5着,6.3人気,38.2,1133,226,0,0.0%,7.7%,7.7%,115.60,12.84,56.06
171,オーバーサーブ,  3-  2-  2- 21/ 28,10.7%,17.9%,25.0%,41,40,80.7,6.9着,5.9人気,33.4,390,161,0,0.0%,7.1%,7.1%,117.27,13.03,55.26
172,"Point Given",  3-  2-  2-  6/ 13,23.1%,38.5%,53.8%,186,196,164.4,5.6着,5.5人気,22.7,810,364,0,0.0%,15.4%,15.4%,114.52,12.72,56.59
173,"Giant's Causeway",  3-  2-  2- 24/ 31,9.7%,16.1%,22.6%,513,179,102.3,8.2着,7.4人気,79.3,5310,796,0,0.0%,6.5%,6.5%,115.17,12.80,56.27
174,ハビトニー,  3-  2-  1- 18/ 24,12.5%,20.8%,25.0%,57,35,97.7,6.6着,6.5人気,35.3,460,143,0,0.0%,8.3%,4.2%,116.21,12.91,55.76
175,キャロルハウス,  3-  2-  1- 28/ 34,8.8%,14.7%,17.6%,44,80,100.4,7.0着,7.4人気,56.0,500,457,0,0.0%,5.9%,2.9%,115.87,12.87,55.92
176,Halo,  3-  2-  1- 34/ 40,7.5%,12.5%,15.0%,29,27,85.8,8.0着,7.4人気,44.1,393,182,0,0.0%,5.0%,2.5%,115.87,12.87,55.92
177,クロケツト,  3-  2-  1- 14/ 20,15.0%,25.0%,30.0%,199,112,93.2,6.2着,5.5人気,16.7,1330,375,0,0.0%,10.0%,5.0%,115.80,12.87,55.96
178,"Chief's Crown",  3-  2-  0- 14/ 19,15.8%,26.3%,26.3%,138,65,124.5,5.6着,5.7人気,28.7,877,248,0,0.0%,10.5%,0.0%,115.38,12.82,56.16
179,Riverman,  3-  2-  0- 28/ 33,9.1%,15.2%,15.2%,40,46,106.1,8.2着,8.3人気,58.9,440,310,0,0.0%,6.1%,0.0%,116.19,12.91,55.77
180,"Time for a Change",  3-  2-  0-  5/ 10,30.0%,50.0%,50.0%,95,209,120.6,3.2着,3.7人気,19.5,317,418,0,0.0%,20.0%,0.0%,115.19,12.80,56.25
181,ゴールドアロー,  3-  2-  0-  5/ 10,30.0%,50.0%,50.0%,120,124,174.6,4.5着,6.6人気,17.8,400,248,0,0.0%,20.0%,0.0%,115.23,12.80,56.24
182,ノノアルコ,  3-  1- 11- 20/ 35,8.6%,11.4%,42.9%,30,121,52.9,5.5着,4.5人気,22.9,353,304,0,0.0%,2.9%,31.4%,116.13,12.90,55.80
183,サンシー,  3-  1-  4- 56/ 64,4.7%,6.3%,12.5%,127,48,59.3,8.0着,8.1人気,50.3,2727,385,0,0.0%,1.6%,6.3%,117.62,13.07,55.09
184,"Devil's Bag",  3-  1-  4- 22/ 30,10.0%,13.3%,26.7%,33,76,95.8,7.3着,7.1人気,47.4,333,286,0,0.0%,3.3%,13.3%,115.57,12.84,56.07
185,ダンデイルート,  3-  1-  4- 21/ 29,10.3%,13.8%,27.6%,105,87,154.7,7.6着,7.2人気,43.8,1017,363,0,0.0%,3.4%,13.8%,117.04,13.00,55.37
186,ジョリーズヘイロー,  3-  1-  4- 26/ 34,8.8%,11.8%,23.5%,409,145,123.0,7.5着,8.2人気,68.2,4637,620,0,0.0%,2.9%,11.8%,114.78,12.75,56.45
187,Cozzene,  3-  1-  3- 32/ 39,7.7%,10.3%,17.9%,80,41,84.5,7.5着,7.3人気,60.0,1043,268,0,0.0%,2.6%,7.7%,115.48,12.83,56.12
188,エタン,  3-  1-  3- 17/ 24,12.5%,16.7%,29.2%,43,48,78.7,6.5着,5.7人気,27.9,347,193,0,0.0%,4.2%,12.5%,117.64,13.07,55.08
189,レイズアボーイ,  3-  1-  2- 28/ 34,8.8%,11.8%,17.6%,55,46,91.4,6.2着,6.9人気,27.6,633,265,0,0.0%,2.9%,5.9%,116.44,12.94,55.65
190,サウスアトランテイツク,  3-  1-  2- 29/ 35,8.6%,11.4%,17.1%,99,60,183.1,8.1着,8.7人気,87.5,1163,350,0,0.0%,2.9%,5.7%,116.61,12.96,55.57
191,"Saint Ballado",  3-  1-  2- 19/ 25,12.0%,16.0%,24.0%,58,42,138.8,7.9着,8.4人気,81.8,483,175,0,0.0%,4.0%,8.0%,116.53,12.95,55.61
192,"Raja Baba",  3-  1-  1- 22/ 27,11.1%,14.8%,18.5%,73,31,92.0,7.9着,7.3人気,50.7,663,170,0,0.0%,3.7%,3.7%,115.97,12.89,55.87
193,Singspiel,  3-  1-  1- 16/ 21,14.3%,19.0%,23.8%,104,129,253.8,8.3着,9.8人気,122.6,733,542,0,0.0%,4.8%,4.8%,116.19,12.91,55.77
194,タニノギムレット,  3-  1-  1- 13/ 18,16.7%,22.2%,27.8%,31,55,95.7,5.6着,5.1人気,32.4,187,198,0,0.0%,5.6%,5.6%,114.94,12.77,56.38
195,Secreto,  3-  1-  1-  9/ 14,21.4%,28.6%,35.7%,575,260,327.4,7.4着,8.4人気,66.8,2683,730,0,0.0%,7.1%,7.1%,115.11,12.79,56.29
196,ホワイトフアイア,  3-  1-  1-  7/ 12,25.0%,33.3%,41.7%,101,73,223.5,5.4着,5.8人気,23.0,407,176,0,0.0%,8.3%,8.3%,118.33,13.15,54.76
197,"Native Prospector",  3-  1-  1-  1/  6,50.0%,66.7%,83.3%,85,440,138.7,3.2着,3.2人気,12.4,170,528,0,0.0%,16.7%,16.7%,114.27,12.70,56.71
198,ナグルスキー,  3-  1-  0- 16/ 20,15.0%,20.0%,20.0%,95,39,165.7,7.6着,7.9人気,83.7,637,195,0,0.0%,5.0%,0.0%,115.62,12.85,56.05
199,バウンドレス,  3-  1-  0- 10/ 14,21.4%,28.6%,28.6%,162,52,146.0,5.7着,4.6人気,12.5,760,185,0,0.0%,7.1%,0.0%,115.96,12.88,55.88
200,ピルサドスキー,  3-  1-  0- 25/ 29,10.3%,13.8%,13.8%,70,28,166.0,8.7着,8.7人気,109.9,683,205,0,0.0%,3.4%,0.0%,116.58,12.95,55.58
