順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
870,タニノギムレット,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.0着,11.5人気,98.5,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
871,タカウオーク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.0人気,24.5,,,0,0.0%,0.0%,0.0%,72.25,12.04,59.79
872,ダイタクヘリオス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,12.5人気,93.3,,,0,0.0%,0.0%,0.0%,71.75,11.96,60.21
873,ダイシユンエイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.5人気,24.9,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
874,タイキブリザード,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.0着,14.5人気,160.1,,,0,0.0%,0.0%,0.0%,71.75,11.96,60.21
875,ソウルオブザマター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,14.0人気,180.8,,,0,0.0%,0.0%,0.0%,71.55,11.93,60.38
876,ゼンノロブロイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.5人気,79.6,,,0,0.0%,0.0%,0.0%,74.05,12.34,58.34
877,スターアツフエアー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.5人気,58.5,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
878,シンチェスト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,27.5,,,0,0.0%,0.0%,0.0%,70.85,11.81,60.97
879,ジヤヴリン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.5人気,54.1,,,0,0.0%,0.0%,0.0%,73.35,12.23,58.90
880,シアトルダンサー2,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,102.5,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
881,サンテステフ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.5人気,242.8,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
882,サンデイクリーク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,145.5,,,0,0.0%,0.0%,0.0%,73.75,12.29,58.58
883,ザペイシエント,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.5人気,93.8,,,0,0.0%,0.0%,0.0%,72.45,12.08,59.63
884,サクラプレジデント,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,12.0人気,135.6,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
885,サクラテルノオー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,42.2,,,0,0.0%,0.0%,0.0%,73.15,12.19,59.06
886,ザーラージル,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.5人気,171.6,,,0,0.0%,0.0%,0.0%,71.55,11.93,60.38
887,コウストンズクラウン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.0人気,173.5,,,0,0.0%,0.0%,0.0%,75.25,12.54,57.41
888,ゲイルーザツク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,5.0人気,27.2,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
889,キノー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,13.5,,,0,0.0%,0.0%,0.0%,71.05,11.84,60.80
890,ウェイオブライト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,12.0人気,111.9,,,0,0.0%,0.0%,0.0%,71.65,11.94,60.29
891,アイシーグルーム,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,13.5人気,150.6,,,0,0.0%,0.0%,0.0%,69.55,11.59,62.11
892,"Vaguely Noble",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,48.1,,,0,0.0%,0.0%,0.0%,72.95,12.16,59.22
893,Troy,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,6.5人気,38.2,,,0,0.0%,0.0%,0.0%,71.65,11.94,60.29
894,"Thunder Gulch",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,10.5人気,50.9,,,0,0.0%,0.0%,0.0%,71.95,11.99,60.04
895,"Tale of the Cat",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.5人気,262.2,,,0,0.0%,0.0%,0.0%,71.15,11.86,60.72
896,"St. Hilarion",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,9.0人気,62.1,,,0,0.0%,0.0%,0.0%,73.55,12.26,58.74
897,"Spinning World",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.5人気,57.5,,,0,0.0%,0.0%,0.0%,70.35,11.73,61.41
898,"Sir Tristram",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,172.0,,,0,0.0%,0.0%,0.0%,74.35,12.39,58.10
899,Shergar,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,8.5人気,31.6,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
900,Shahrastani,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,30.9,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
901,"Runaway Groom",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,11.0人気,62.6,,,0,0.0%,0.0%,0.0%,70.75,11.79,61.06
902,"Riva Ridge",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,7.0人気,34.1,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
903,"Red Tempo",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,148.6,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
904,Pulpit,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,10.5人気,78.9,,,0,0.0%,0.0%,0.0%,70.55,11.76,61.23
905,"Plugged Nickle",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,11.5人気,50.8,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
906,"Peaks and Valleys",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,13.0人気,201.0,,,0,0.0%,0.0%,0.0%,70.45,11.74,61.32
907,"Northern Taste",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.5人気,165.7,,,0,0.0%,0.0%,0.0%,69.95,11.66,61.76
908,Nonoalco,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,12.0人気,139.9,,,0,0.0%,0.0%,0.0%,72.65,12.11,59.46
909,"Native Prospector",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,13.0人気,172.5,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
910,Mtoto,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,6.5人気,12.5,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
911,"Mr. Leader",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,8.5人気,70.2,,,0,0.0%,0.0%,0.0%,69.95,11.66,61.76
912,"Mountain Cat",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,8.0人気,48.1,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
913,"Most Welcome",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,11.5人気,80.6,,,0,0.0%,0.0%,0.0%,70.05,11.68,61.67
914,"Mister Baileys",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,10.5人気,64.5,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
915,"Miner's Mark",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,29.5,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
916,"Mark of Esteem",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.5人気,20.0,,,0,0.0%,0.0%,0.0%,70.55,11.76,61.23
917,Link,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,8.5人気,26.3,,,0,0.0%,0.0%,0.0%,70.35,11.73,61.41
918,"Kings Lake",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,129.9,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
919,Housebuster,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,5.5人気,13.3,,,0,0.0%,0.0%,0.0%,70.45,11.74,61.32
920,"Home Guard",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,2.5人気,4.2,,,0,0.0%,0.0%,0.0%,71.65,11.94,60.29
921,"Hard Fought",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,10.0人気,91.3,,,0,0.0%,0.0%,0.0%,71.35,11.89,60.55
922,"Grape Tree Road",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,47.8,,,0,0.0%,0.0%,0.0%,68.75,11.46,62.84
923,"Gold Crest",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,7.5人気,24.3,,,0,0.0%,0.0%,0.0%,70.65,11.78,61.15
924,"Fantastic Light",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.5人気,36.9,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
925,"El Corredor",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,7.5人気,24.3,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
926,"Dan Cupid",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,4.5人気,10.8,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
927,"Cherokee Run",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,5.0人気,9.3,,,0,0.0%,0.0%,0.0%,69.55,11.59,62.11
928,Cacoethes,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,11.0人気,112.5,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
929,"Believe It",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,14.0人気,168.8,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
930,Afleet,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.0人気,47.2,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
931,ロングハヤブサ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,122.3,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
932,ローエングリン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,20.9,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
933,リユウフアーロス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,37.9,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
934,リブリボー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,28.7,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
935,リツチボーイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,56.6,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
936,リーガルステツプ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.0人気,7.6,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
937,ランフォーエバー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,33.0,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
938,ラグビーボール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,3.0人気,5.8,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
939,ライラリツジ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,69.2,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
940,ライブリーラーク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,167.7,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
941,ヤマニンケイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,297.6,,,0,0.0%,0.0%,0.0%,74.60,12.43,57.91
942,ヤエノダイヤ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.0人気,45.3,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
943,モガミショーウン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,315.9,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
944,メジロムサシ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,226.3,,,0,0.0%,0.0%,0.0%,74.80,12.47,57.75
945,メジロサンマン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,14.0人気,138.4,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
946,メジロアルダン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,315.9,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
947,メイショウドトウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,9.6,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
948,ミンシオ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,47.4,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
949,ミユゲロワイヤル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,51.9,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
950,ミナガワマンナ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,27.1,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
951,ミシックトライブ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,116.9,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
952,ミシエロ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,13.0人気,180.9,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
953,ミオロベルティーノ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,145.1,,,0,0.0%,0.0%,0.0%,74.90,12.48,57.68
954,マラキム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,14.9,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
955,マニラザルーラー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,83.4,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
956,マークオブディスティンクション,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,24.4,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
957,ホワイトフオンテン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,2.0人気,3.0,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
958,ペルセポリス2,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,16.0人気,247.4,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
959,ヘリオス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.0人気,33.2,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
960,ベストホワイト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,106.3,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
961,ペイザバトラー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,1.0人気,1.9,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
962,プリンスリーマウント,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,78.2,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
963,ブランコ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,67.2,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
964,フラツシユライト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,4.0人気,13.9,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
965,フジノパーシア,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,7.0人気,27.2,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
966,フジオンワード,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,83.1,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
967,フイリユース,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,106.2,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
968,ファスリエフ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,52.2,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
969,ファストトパーズ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,32.2,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
970,フアーザーズイメージ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,145.4,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
971,ヒツタイトグローリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,70.6,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
972,ハンセル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,61.3,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
973,ハツマモル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,52.3,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
974,ハクリヨウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,8.0人気,23.5,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
975,ハクホオシヨウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,235.5,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
976,ハイハツト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,13.0人気,104.4,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
977,ノーレアセ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,12.4,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
978,ニューイングランド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,15.0人気,252.6,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
979,ナトルーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,12.0人気,127.8,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
980,ナスルエルアラブ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.0人気,49.1,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
981,トサミドリ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,8.0人気,43.2,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
982,トウシヨウサミツト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,141.5,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
983,トウシヨウイレブン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,31.3,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
984,デイープダイバー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,84.8,,,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
985,ツキサムホマレ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,74.0,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
986,ダンスホール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.0人気,39.0,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
987,ダハール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,145.8,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
988,ダテテンリユウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,17.2,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
989,ダイナコスモス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,7.0人気,27.9,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
990,ターネンバーグ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,70.7,,,0,0.0%,0.0%,0.0%,75.50,12.58,57.22
991,ゼロフアイター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,5.0人気,12.3,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
992,セクレト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,15.0人気,209.9,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
993,スノツブ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,15.0人気,378.7,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
994,ステートリードン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,355.1,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
995,スターリフト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,27.9,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
996,スクワートルスクワート,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,10.0人気,39.1,,,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
997,スキーキャプテン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,4.0人気,6.6,,,0,0.0%,0.0%,0.0%,69.50,11.58,62.16
998,スカイマスター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,15.0人気,235.3,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
999,シンギングビード,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,63.2,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
1000,シルクテンザンオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,7.0人気,18.2,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
1001,シルヴァーエンディング,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.0人気,16.0,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
1002,シリコーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,6.9,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1003,シリウスシンボリ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,225.9,,,0,0.0%,0.0%,0.0%,75.00,12.50,57.60
1004,サンフオードラツド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,74.6,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
1005,サンゼウス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,52.1,,,0,0.0%,0.0%,0.0%,,,
1006,サンシャック,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,66.1,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
1007,サザンヘイロー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,32.3,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
1008,ザグレブ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,64.8,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
1009,サクラホクトオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,15.0人気,109.0,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1010,サクラトウコウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,34.7,,,0,0.0%,0.0%,0.0%,69.30,11.55,62.34
1011,サクラチヨノオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,40.1,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
1012,サクラチトセオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,1.0人気,3.5,,,0,0.0%,0.0%,0.0%,69.80,11.63,61.89
1013,サクラダイオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,80.8,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
1014,サクラガイセン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,48.7,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
1015,サクライツトー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.0人気,81.1,,,0,0.0%,0.0%,0.0%,75.10,12.52,57.52
1016,コタシャーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,176.7,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
