順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
994,Pennekamp,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,13.5,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
995,Orientate,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,82.4,,,0,0.0%,0.0%,0.0%,69.20,11.53,62.43
996,"Old Trieste",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,189.9,,,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
997,Officer,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,19.6,,,0,0.0%,0.0%,0.0%,69.00,11.50,62.61
998,Namaqualand,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,14.0人気,102.0,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
999,"Mountain Cat",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.0人気,7.6,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
1000,Montjeu,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,88.1,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
1001,"Mi Cielo",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,20.3,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
1002,"Medaglia d'Oro",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,1.0人気,3.5,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
1003,Mayson,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,8.4,,,0,0.0%,0.0%,0.0%,69.60,11.60,62.07
1004,Marquetry,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,12.0人気,85.5,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
1005,Lure,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,15.0人気,138.2,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
1006,"Lord of England",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,7.0人気,14.3,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
1007,"Lord At War",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,7.0人気,37.6,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
1008,Kyllachy,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,41.2,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
1009,"King's Best",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,89.1,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
1010,"Joyeux Danseur",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,76.1,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
1011,"Jade Hunter",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,31.9,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
1012,"Imperial Ballet",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.0人気,16.4,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
1013,Houston,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,3.0人気,4.6,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
1014,Housebuster,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,1.0人気,3.6,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
1015,"Holy Roman Emperor",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,62.7,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
1016,"Hero's Honor",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,39.0,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
1017,Hansel,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,16.0人気,122.5,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
1018,Halling,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,2.0人気,4.3,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
1019,"Gold Brose",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,23.4,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
1020,"Gold Away",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,16.2,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1021,"Gilded Time",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,14.0人気,169.4,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
1022,"General Monash",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,64.5,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
1023,"Fly So Free",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,3.0人気,8.8,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
1024,Favn,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,257.0,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1025,Fappiano,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.0人気,127.3,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
1026,"Dolphin Street",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,49.9,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
1027,"Distinctive Pro",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,3.0人気,9.3,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
1028,"Discreetly Mine",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,9.0人気,32.7,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1029,Diablo,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,143.7,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
1030,"Desert King",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,88.6,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
1031,Daylami,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,6.7,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
1032,Consolidator,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,13.4,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
1033,"Chimes Band",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,56.5,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
1034,"Canford Cliffs",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,3.0人気,7.3,,,0,0.0%,0.0%,0.0%,,,
1035,"Broken Vow",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,125.0,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
1036,"Bob Back",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,12.0人気,69.0,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
1037,Bigstone,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,16.0人気,231.5,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
1038,Bernstein,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,13.0,,,0,0.0%,0.0%,0.0%,69.00,11.50,62.61
1039,Bering,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,3.0人気,3.6,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
1040,Beckett,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,7.7,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
1041,"Be My Guest",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,2.0人気,3.1,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
1042,"Aussie Rules",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,1.0人気,2.9,,,0,0.0%,0.0%,0.0%,69.60,11.60,62.07
1043,Archarcharch,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.0人気,7.8,,,0,0.0%,0.0%,0.0%,69.10,11.52,62.52
1044,Apalachee,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,29.9,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
1045,"Any Given Saturday",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,6.1,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
1046,Alwuhush,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,131.9,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1047,"Action This Day",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,74.5,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
1048,"Coronado's Quest",  0-  0-  0-  0/  0,,,,,,,,,,,,,,,,,,
