順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
700,シャルード,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,11.7着,11.3人気,107.6,,,0,0.0%,0.0%,0.0%,72.68,12.11,59.44
701,ロイヤルタッチ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.6着,9.2人気,103.4,,,0,0.0%,0.0%,0.0%,71.38,11.90,60.52
702,ミルフオード,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.6着,8.2人気,48.5,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
703,ポリッシュパトリオット,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,12.2着,9.8人気,82.6,,,0,0.0%,0.0%,0.0%,73.52,12.25,58.76
704,タイキブリザード,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.8着,10.4人気,68.2,,,0,0.0%,0.0%,0.0%,72.16,12.03,59.87
705,ソウルオブザマター,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,11.2着,8.8人気,52.8,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
706,"Salt Lake",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.4着,11.4人気,68.6,,,0,0.0%,0.0%,0.0%,70.46,11.74,61.31
707,"Chief's Crown",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.6着,6.6人気,51.9,,,0,0.0%,0.0%,0.0%,72.54,12.09,59.55
708,リドヘイム,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.3着,8.3人気,43.7,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
709,ボーンキング,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,12.3着,12.8人気,425.8,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
710,ホークスター,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.8着,12.0人気,126.8,,,0,0.0%,0.0%,0.0%,72.68,12.11,59.44
711,ファンタスティックライト,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.8人気,20.5,,,0,0.0%,0.0%,0.0%,70.93,11.82,60.91
712,パレスダンサー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.8人気,55.2,,,0,0.0%,0.0%,0.0%,72.38,12.06,59.69
713,トーセンホマレボシ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,11.3人気,185.6,,,0,0.0%,0.0%,0.0%,72.33,12.05,59.73
714,テユーター,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.3着,10.0人気,98.4,,,0,0.0%,0.0%,0.0%,71.63,11.94,60.31
715,ディープスカイ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.5着,9.0人気,52.8,,,0,0.0%,0.0%,0.0%,72.13,12.02,59.90
716,チアズブライトリー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,12.8着,14.3人気,247.2,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
717,スキーキャプテン,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.3着,9.5人気,136.1,,,0,0.0%,0.0%,0.0%,72.15,12.03,59.88
718,シルバーチャーム,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.5着,12.5人気,133.9,,,0,0.0%,0.0%,0.0%,72.28,12.05,59.77
719,ザール,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.3人気,37.6,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
720,クリプティックラスカル,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.8着,11.8人気,198.9,,,0,0.0%,0.0%,0.0%,74.23,12.37,58.20
721,Ogygian,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,118.3,,,0,0.0%,0.0%,0.0%,71.53,11.92,60.40
722,Mtoto,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.8着,15.5人気,217.4,,,0,0.0%,0.0%,0.0%,70.73,11.79,61.08
723,"Awesome Again",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,13.3着,10.0人気,205.4,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
724,ワカオライデン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.3人気,30.8,,,0,0.0%,0.0%,0.0%,72.97,12.16,59.21
725,ワージブ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.7人気,79.5,,,0,0.0%,0.0%,0.0%,71.07,11.84,60.79
726,ロイヤルニジンスキー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,23.9,,,0,0.0%,0.0%,0.0%,71.07,11.84,60.79
727,ランドヒリュウ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,67.6,,,0,0.0%,0.0%,0.0%,72.37,12.06,59.70
728,ランズダーン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,11.3人気,92.2,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
729,ヤワ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,7.7人気,75.7,,,0,0.0%,0.0%,0.0%,75.10,12.52,57.52
730,ペルジノ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.3着,10.3人気,53.2,,,0,0.0%,0.0%,0.0%,71.07,11.84,60.79
731,ブラッシングジョン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.3人気,154.9,,,0,0.0%,0.0%,0.0%,72.13,12.02,59.89
732,ビービーガルダン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.0人気,72.2,,,0,0.0%,0.0%,0.0%,70.77,11.79,61.05
733,ハンセル,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.3着,10.7人気,46.5,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
734,ハイコマンダー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.3人気,62.6,,,0,0.0%,0.0%,0.0%,71.47,11.91,60.45
735,トビーズコーナー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.7人気,42.9,,,0,0.0%,0.0%,0.0%,71.93,11.99,60.06
736,ストラダビンスキー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,35.4,,,0,0.0%,0.0%,0.0%,71.83,11.97,60.14
737,サンシャインフォーエヴァー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,11.7人気,139.4,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
738,サクラホクトオー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.3人気,178.6,,,0,0.0%,0.0%,0.0%,73.03,12.17,59.15
739,コロニアルアッフェアー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,14.0着,11.3人気,253.7,,,0,0.0%,0.0%,0.0%,72.53,12.09,59.56
740,コタシャーン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,48.8,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
741,オウインスパイアリング,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,6.7人気,14.6,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
742,エルセニョール,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,12.7着,13.7人気,144.2,,,0,0.0%,0.0%,0.0%,73.67,12.28,58.64
743,エアエミネム,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,11.0人気,98.3,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
744,ウイングアロー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,10.3人気,95.5,,,0,0.0%,0.0%,0.0%,72.53,12.09,59.56
745,ヴィジョン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,7.7人気,36.1,,,0,0.0%,0.0%,0.0%,71.77,11.96,60.20
746,ヴィクトリースピーチ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.7着,9.7人気,107.7,,,0,0.0%,0.0%,0.0%,74.17,12.36,58.25
747,アイルハヴアナザー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,7.0人気,42.2,,,0,0.0%,0.0%,0.0%,73.07,12.18,59.12
748,Zafonic,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,151.5,,,0,0.0%,0.0%,0.0%,71.57,11.93,60.36
749,Wallenda,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,11.7人気,81.4,,,0,0.0%,0.0%,0.0%,72.13,12.02,59.89
750,"The Minstrel",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,34.3,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
751,Snippets,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.7着,7.7人気,18.7,,,0,0.0%,0.0%,0.0%,71.17,11.86,60.70
752,"Sheikh Albadou",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.3人気,20.6,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
753,Pulpit,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,12.0着,6.7人気,18.4,,,0,0.0%,0.0%,0.0%,71.83,11.97,60.14
754,"Peaks and Valleys",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,13.3着,10.0人気,75.5,,,0,0.0%,0.0%,0.0%,72.13,12.02,59.89
755,"Maria's Mon",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,8.3人気,41.4,,,0,0.0%,0.0%,0.0%,69.87,11.64,61.83
756,Forestry,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,3.7人気,11.7,,,0,0.0%,0.0%,0.0%,69.27,11.54,62.37
757,"Cure the Blues",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,110.5,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
758,ワレンダー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,280.8,,,0,0.0%,0.0%,0.0%,75.50,12.58,57.22
759,ロードカナロア,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,4.5人気,14.1,,,0,0.0%,0.0%,0.0%,74.15,12.36,58.26
760,ローゼンカバリー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,9.5人気,55.9,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
761,ローズリーフ2,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.5人気,100.0,,,0,0.0%,0.0%,0.0%,74.50,12.42,57.99
762,リーチ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,13.0人気,72.0,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
763,ヤマニンボールド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.5人気,87.4,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
764,ヤマニンセラフィム,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,39.2,,,0,0.0%,0.0%,0.0%,69.75,11.63,61.94
765,モガミヤシマ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,6.5人気,40.6,,,0,0.0%,0.0%,0.0%,73.45,12.24,58.82
766,ミスキャスト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,10.5人気,245.7,,,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
767,ミシックトライブ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,10.5人気,130.3,,,0,0.0%,0.0%,0.0%,74.80,12.47,57.75
768,ミシエロ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,5.0人気,16.0,,,0,0.0%,0.0%,0.0%,72.15,12.03,59.88
769,マルゼンスター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.5人気,32.0,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
770,マルカシェンク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.5人気,57.7,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
771,マラケート,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,6.5人気,40.4,,,0,0.0%,0.0%,0.0%,71.65,11.94,60.29
772,マチカネアレグロ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.0人気,201.5,,,0,0.0%,0.0%,0.0%,75.50,12.58,57.22
773,ベストタイアップ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,7.0人気,20.4,,,0,0.0%,0.0%,0.0%,70.65,11.78,61.15
774,ブロッコ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,12.5人気,123.6,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
775,フレイズ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,8.5人気,47.2,,,0,0.0%,0.0%,0.0%,75.80,12.63,56.99
776,フリオーソ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,15.5人気,319.0,,,0,0.0%,0.0%,0.0%,73.65,12.28,58.66
777,プラウドデボネア,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,12.5人気,152.3,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
778,ヒシアリダー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,10.5人気,65.0,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
779,ビーインボナンザ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,55.8,,,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
780,ナリタトップロード,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,12.5,,,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
781,トライマイベスト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,9.0人気,91.6,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
782,トウシヨウレオ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,10.0人気,78.3,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
783,デュラブ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,7.0人気,20.9,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
784,デビッドジュニア,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,184.4,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
785,ツルマルボーイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,9.0人気,46.2,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
786,ダイワテキサス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.5人気,124.9,,,0,0.0%,0.0%,0.0%,72.35,12.06,59.71
787,タイキファイヤー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.5人気,212.2,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
788,タートルボウル,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,12.0人気,151.5,,,0,0.0%,0.0%,0.0%,72.35,12.06,59.71
789,スラヴィック,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.5人気,15.6,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
790,スマートロビン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,94.0,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
791,スマートボーイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,11.0人気,64.8,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
792,ストロングリターン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,10.0人気,133.9,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
793,スカラマンガ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,10.0人気,55.9,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
794,スカイアンドリュウ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.5人気,245.9,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
795,スーパールーセント,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,37.6,,,0,0.0%,0.0%,0.0%,73.15,12.19,59.06
796,スーパークリーク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.5人気,72.4,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
797,シルクジャスティス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,9.0人気,59.7,,,0,0.0%,0.0%,0.0%,70.55,11.76,61.23
798,ジヨンデコーム,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,4.5人気,10.8,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
799,ジヨンテイオンブル,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.5人気,9.6,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
800,ジャイアントレッカー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,13.0人気,208.4,,,0,0.0%,0.0%,0.0%,71.85,11.98,60.13
801,シェリフズスター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,8.5人気,67.0,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
802,サイレントディール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,12.5人気,132.5,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
803,クリミナルタイプ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,14.0人気,182.9,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
804,キングオブダービー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,11.5人気,111.7,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
805,キッケンクリス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.0人気,76.5,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
806,ガダボート,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,6.5人気,47.2,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
807,カジユン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,47.1,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
808,カジノドライヴ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.5人気,34.1,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
809,オウケンブルースリ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,5.5人気,18.6,,,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
810,ヴアリイフオージユ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,10.3,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
811,イクスクルシヴヌレイエフ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,287.5,,,0,0.0%,0.0%,0.0%,74.30,12.38,58.14
812,イエローゴツド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,8.0人気,15.1,,,0,0.0%,0.0%,0.0%,71.95,11.99,60.04
813,アントレプレナー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,92.5,,,0,0.0%,0.0%,0.0%,72.95,12.16,59.22
814,アメリカンボス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.5人気,138.4,,,0,0.0%,0.0%,0.0%,71.55,11.93,60.38
815,"Valid Wager",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.5人気,32.7,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
816,"Slew o'Gold",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.5着,6.5人気,48.1,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
817,"Sky Classic",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.5人気,117.1,,,0,0.0%,0.0%,0.0%,71.95,11.99,60.04
818,"Saint Ballado",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,9.0人気,32.2,,,0,0.0%,0.0%,0.0%,73.35,12.23,58.90
819,Rubiano,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,17.4,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
820,"One Cool Cat",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,14.0人気,183.7,,,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
821,"Night Shift",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,61.1,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
822,Mutakddim,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.5着,3.5人気,9.3,,,0,0.0%,0.0%,0.0%,71.35,11.89,60.55
823,"Mr. Greeley",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,20.5,,,0,0.0%,0.0%,0.0%,71.05,11.84,60.80
824,Medicean,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.5人気,36.9,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
825,"Kris S.",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.0人気,39.3,,,0,0.0%,0.0%,0.0%,72.25,12.04,59.79
826,"King of Kings",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,10.0人気,49.8,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
827,"Key to the Mint",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.5人気,69.2,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
828,"Honour and Glory",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.0人気,69.6,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
829,Gulch,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.0人気,33.9,,,0,0.0%,0.0%,0.0%,72.75,12.13,59.38
830,"Grand Lodge",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.5人気,29.1,,,0,0.0%,0.0%,0.0%,69.25,11.54,62.38
831,"Gold Fever",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,7.0人気,32.1,,,0,0.0%,0.0%,0.0%,70.85,11.81,60.97
832,Funambule,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,7.4,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
833,"Elusive Quality",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,5.0人気,22.2,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
834,"Delaware Township",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,7.5人気,24.3,,,0,0.0%,0.0%,0.0%,70.65,11.78,61.15
835,Dehere,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,13.0人気,114.0,,,0,0.0%,0.0%,0.0%,71.05,11.84,60.80
836,Darshaan,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.5人気,41.9,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
837,"Clever Trick",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,7.4,,,0,0.0%,0.0%,0.0%,70.65,11.78,61.15
838,Chequer,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,33.3,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
839,"Auction Ring",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,8.5人気,31.6,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
840,Aptitude,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,149.1,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
841,ロツキータイガー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,132.9,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
842,ローマンエンパイア,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,119.3,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
843,ロードザキヤノンズ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,127.8,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
844,レツドサン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,5.0人気,12.3,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
845,レシテイシヨン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.0人気,35.4,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
846,レオテンザン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,54.9,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
